fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
สหัสวัต คุ้มคง,37862,1,2026-02-07T16:49:04.719Z,48.19,1,46,#ff6412,พรรคประชาชน
สงกรานต์ ภาชนะ,30427,6,2026-02-07T16:49:11.851Z,38.73,2,37,#131c5f,พรรคภูมิใจไทย
นฤพล นิยมทรัพย์,2849,5,2026-02-07T16:49:10.564Z,3.63,3,9,#fe0000,พรรคเพื่อไทย
สุขสันต์ มิสสาจันทร์,2463,7,2026-02-07T16:49:12.802Z,3.14,4,27,#70c0fd,พรรคประชาธิปัตย์
พีธพงศ์ เสนียุติธรรม,2008,9,2026-02-07T16:49:13.980Z,2.56,5,11,#febd2f,พรรคเศรษฐกิจ
ภัสพร พรประเสริฐ,1353,8,2026-02-07T16:49:13.442Z,1.72,6,6,#243180,พรรครวมไทยสร้างชาติ
มะลิวัลย์ โกสุมภ์,475,3,2026-02-07T16:49:07.314Z,0.6,7,23,#293f8b,พรรคปวงชนไทย
ประดิษฐ์ แพรกทอง,431,2,2026-02-07T16:49:05.703Z,0.55,8,29,#36b54c,พรรคไทยภักดี
มงคล ไตรพาน,357,10,2026-02-07T16:49:14.535Z,0.45,9,19,#fe0000,พรรคสังคมประชาธิปไตยไทย
ปณิฐาณ์ อัครมหาฐีร,336,4,2026-02-07T16:49:09.325Z,0.43,10,43,#096735,พรรคพลังประชารัฐ
