fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ชลธาร ทรัพย์ไพบูลย์เลิศ,44381,15,2026-02-07T16:49:15.312Z,49.76,1,46,#ff6412,พรรคประชาชน
สกุลรัตน์ ทิพย์วรรณงาม,16632,1,2026-02-07T16:49:03.607Z,18.65,2,37,#131c5f,พรรคภูมิใจไทย
วีร์ ศรีวราธนบูลย์,10222,17,2026-02-07T16:49:15.312Z,11.46,3,27,#70c0fd,พรรคประชาธิปัตย์
กวีวงศ์ อยู่วิจิตร,8808,11,2026-02-07T16:49:14.795Z,9.88,4,9,#fe0000,พรรคเพื่อไทย
อัยรดา บำรุงรักษ์,1793,12,2026-02-07T16:49:15.052Z,2.01,5,6,#243180,พรรครวมไทยสร้างชาติ
วัฒนา เซ่งไพเราะ,1555,9,2026-02-07T16:49:13.980Z,1.74,6,43,#096735,พรรคพลังประชารัฐ
พิริยะ อุไรวงค์,1431,14,2026-02-07T16:49:15.052Z,1.6,7,11,#febd2f,พรรคเศรษฐกิจ
ภูวพัฒน์ ชนะสกล,954,6,2026-02-07T16:49:11.851Z,1.07,8,48,#7c26df,พรรคไทยสร้างไทย
ภาวุฒิ จุณณานนท์,711,7,2026-02-07T16:49:12.802Z,0.8,9,49,#f6ec4c,พรรคไทยก้าวใหม่
วรเมธ หวลหอม,538,18,2026-02-07T16:49:15.312Z,0.6,10,29,#36b54c,พรรคไทยภักดี
สุรเกียรติ์ มณีแผลงเจริญชัย,440,16,2026-02-07T16:49:15.312Z,0.49,11,8,#ee5e17,พรรคประชาธิปไตยใหม่
ณัฐธนินทร์ เลิศเตชะสกุล,311,4,2026-02-07T16:49:09.009Z,0.35,12,42,#44a26e,พรรคกล้าธรรม
อนุวัตร เมืองมัจฉา,294,5,2026-02-07T16:49:09.633Z,0.33,13,15,#cf222a,พรรคอนาคตไทย
เมธี ใบโสภณ,279,13,2026-02-07T16:49:15.052Z,0.31,14,35,#04685b,พรรครักชาติ
กิตติธัช อยู่ดี,276,8,2026-02-07T16:49:13.129Z,0.31,15,7,#0ac107,พรรคพลวัต
พนิต นะวิโรจน์,193,2,2026-02-07T16:49:06.180Z,0.22,16,23,#293f8b,พรรคปวงชนไทย
ฐิติ วิรทัศนุสรณ์,192,10,2026-02-07T16:49:14.535Z,0.22,17,24,#f80406,พรรควิชชั่นใหม่
สมัย โกกเจริญพงศ์,176,3,2026-02-07T16:49:06.995Z,0.2,18,44,#f3717b,พรรคโอกาสใหม่
