fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
นฤพล เลิศปัญญาโรจน์,40639,7,2026-02-07T16:49:12.802Z,47.55,1,46,#ff6412,พรรคประชาชน
สากล ม่วงศิริ,25765,1,2026-02-07T16:49:03.079Z,30.14,2,9,#fe0000,พรรคเพื่อไทย
มลฑาทิพย์ ทิพยธนาพัฒน์,7007,2,2026-02-07T16:49:05.703Z,8.2,3,27,#70c0fd,พรรคประชาธิปัตย์
ศิลปชัย บุญราย,6189,5,2026-02-07T16:49:10.255Z,7.24,4,37,#131c5f,พรรคภูมิใจไทย
ทรงยศ บุญบำรุงชัย,2082,9,2026-02-07T16:49:13.980Z,2.44,5,6,#243180,พรรครวมไทยสร้างชาติ
กัณน์พัฒศ์ ศักดิ์ธนบดี,1337,11,2026-02-07T16:49:14.795Z,1.56,6,11,#febd2f,พรรคเศรษฐกิจ
กิตติคุณ เตชะพกาพงษ์,668,6,2026-02-07T16:49:11.538Z,0.78,7,23,#293f8b,พรรคปวงชนไทย
เบสท์ วงศ์ไพโรจน์กุล,497,8,2026-02-07T16:49:13.708Z,0.58,8,48,#7c26df,พรรคไทยสร้างไทย
สามารถ คุ้มทรงธรรม,467,10,2026-02-07T16:49:14.267Z,0.55,9,49,#f6ec4c,พรรคไทยก้าวใหม่
มณูเทพย์ ทองปน,364,4,2026-02-07T16:49:09.009Z,0.43,10,42,#44a26e,พรรคกล้าธรรม
อัศวิน คูร์พิพัฒน์,293,3,2026-02-07T16:49:07.314Z,0.34,11,44,#f3717b,พรรคโอกาสใหม่
สิริพรโชค พฤทธเมธวิสุทธิ์,163,12,2026-02-07T16:49:15.052Z,0.19,12,56,#2df928,พรรคเพื่อบ้านเมือง
