fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ไตรภพ คำเพชร,27927,3,2026-02-07T16:49:08.063Z,43.48,1,9,#fe0000,พรรคเพื่อไทย
ภาณุ พรวัฒนา,21119,7,2026-02-07T16:49:12.802Z,32.88,2,37,#131c5f,พรรคภูมิใจไทย
ศักดา เกตุแก้ว,11324,2,2026-02-07T16:49:05.224Z,17.63,3,46,#ff6412,พรรคประชาชน
อัศวิน นันทะแสง,1468,9,2026-02-07T16:49:14.267Z,2.29,4,7,#0ac107,พรรคพลวัต
ละออง วงค์ดวงตา,564,11,2026-02-07T16:49:14.795Z,0.88,5,56,#2df928,พรรคเพื่อบ้านเมือง
สังคม สอนบุญ,534,1,2026-02-07T16:49:04.719Z,0.83,6,6,#243180,พรรครวมไทยสร้างชาติ
ไชยวัฒน์ธนา เวฬุวนารักษ์,286,6,2026-02-07T16:49:11.214Z,0.45,7,49,#f6ec4c,พรรคไทยก้าวใหม่
อนุราช ไชยตะวงค์,243,12,2026-02-07T16:49:14.795Z,0.38,8,53,#1f2587,พรรคไทยพิทักษ์ธรรม
ภัควัฒน์ ธรรมครุฑทิพย์,227,4,2026-02-07T16:49:08.376Z,0.35,9,43,#096735,พรรคพลังประชารัฐ
วรา เทพกิจ,211,10,2026-02-07T16:49:14.535Z,0.33,10,27,#70c0fd,พรรคประชาธิปัตย์
อิงค์ณภัจฉร์ ชินวัตรนุวงค์,180,5,2026-02-07T16:49:09.941Z,0.28,11,42,#44a26e,พรรคกล้าธรรม
กิตติพัฒน์ สีดามาตย์,152,8,2026-02-07T16:49:13.442Z,0.24,12,32,#e3620d,พรรคครูไทยเพื่อประชาชน
