index,partyName,partyCode,color,constituencySeats,partyListSeats,totalSeats
486,พรรคไทยสร้างไทย,48,#7c26df,1,1,2
487,พรรครวมไทยสร้างชาติ,6,#243180,0,2,2
488,พรรครวมไทยสร้างชาติ,6,#243180,0,2,2
489,พรรคเพื่อชาติไทย,2,#ffe724,0,2,2
490,พรรคเพื่อชาติไทย,2,#ffe724,0,2,2
491,พรรคโอกาสใหม่,44,#f3717b,1,0,1
492,พรรครวมใจไทย,5,#e10717,0,1,1
493,พรรคใหม่,3,#101e41,0,1,1
494,พรรคไทยทรัพย์ทวี,1,#e41d24,0,1,1
495,พรรคประชาธิปไตยใหม่,8,#ee5e17,0,1,1
496,พรรคมิติใหม่,4,#02137d,0,1,1
497,พรรคไทยภักดี,29,#36b54c,0,1,1
498,พรรครวมพลังประชาชน,13,#2d348e,0,1,1
499,พรรคเสรีรวมไทย,12,#eac33b,0,1,1
500,พรรคทางเลือกใหม่,10,#006aee,0,1,1
