fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ภุชงค์ สุภัควรางกูร,37432,4,2026-02-07T16:49:08.685Z,55.15,1,37,#131c5f,พรรคภูมิใจไทย
ฟาริดา สุไลมาน,16211,1,2026-02-07T16:49:04.719Z,23.89,2,42,#44a26e,พรรคกล้าธรรม
ทัตพิชา เข็มแก้ว,7299,2,2026-02-07T16:49:05.703Z,10.75,3,46,#ff6412,พรรคประชาชน
ครูมานิตย์ สังข์พุ่ม,4962,5,2026-02-07T16:49:09.941Z,7.31,4,9,#fe0000,พรรคเพื่อไทย
กิติพงษ์ สิทธินาม,649,9,2026-02-07T16:49:14.267Z,0.96,5,30,#66398e,พรรคแรงงานสร้างชาติ
วัน หยิบล้ำ,343,7,2026-02-07T16:49:12.470Z,0.51,6,11,#febd2f,พรรคเศรษฐกิจ
สนิธ สังขะพงษ์,255,11,2026-02-07T16:49:14.795Z,0.38,7,23,#293f8b,พรรคปวงชนไทย
สมานมิตร จิตหนักแน่น,216,3,2026-02-07T16:49:07.677Z,0.32,8,18,#a51d33,พรรคพลังสังคมใหม่
จินตนา กลั่นแก้ว,215,10,2026-02-07T16:49:14.535Z,0.32,9,34,#225faf,พรรคสร้างอนาคตไทย
ภูมิสิน การะเวก,190,6,2026-02-07T16:49:11.851Z,0.28,10,27,#70c0fd,พรรคประชาธิปัตย์
รังสิทธิ์ วุฒิสุทธิ์,96,8,2026-02-07T16:49:13.442Z,0.14,11,6,#243180,พรรครวมไทยสร้างชาติ
