fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ธีระชัย แสนแก้ว,24883,6,2026-02-07T16:49:10.889Z,40.37,1,9,#fe0000,พรรคเพื่อไทย
สุริยา วงศ์อารีย์,24367,7,2026-02-07T16:49:12.802Z,39.54,2,46,#ff6412,พรรคประชาชน
จักรพรรดิ ไชยสาส์น,3403,3,2026-02-07T16:49:08.063Z,5.52,3,48,#7c26df,พรรคไทยสร้างไทย
คำมอน แสงดี,2752,8,2026-02-07T16:49:13.129Z,4.47,4,37,#131c5f,พรรคภูมิใจไทย
อรัญญา ใจมั่น,2123,9,2026-02-07T16:49:14.267Z,3.44,5,43,#096735,พรรคพลังประชารัฐ
กฤษฎา ศรีสุชาติ,1460,10,2026-02-07T16:49:14.535Z,2.37,6,11,#febd2f,พรรคเศรษฐกิจ
ชูศักดิ์ กุลธวัชวงศ์,811,1,2026-02-07T16:49:03.079Z,1.32,7,27,#70c0fd,พรรคประชาธิปัตย์
นรเศรษฐ แก้วมาตร,714,2,2026-02-07T16:49:05.703Z,1.16,8,42,#44a26e,พรรคกล้าธรรม
ทรงกิตติ สุวรรณทอง,624,4,2026-02-07T16:49:08.376Z,1.01,9,6,#243180,พรรครวมไทยสร้างชาติ
ณัฐภณ ทาปุ๋ย,493,5,2026-02-07T16:49:09.941Z,0.8,10,49,#f6ec4c,พรรคไทยก้าวใหม่
