fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
พิมพ์กาญจน์ กีรติวิราปกรณ์,41727,10,2026-02-07T16:49:14.535Z,48.66,1,46,#ff6412,พรรคประชาชน
จิรายุ ห่วงทรัพย์,14124,7,2026-02-07T16:49:12.470Z,16.47,2,9,#fe0000,พรรคเพื่อไทย
ณัฐนันท์ กัลยาศิริ,14104,2,2026-02-07T16:49:06.598Z,16.45,3,37,#131c5f,พรรคภูมิใจไทย
สุนันท์ มีนมณี,7651,8,2026-02-07T16:49:13.708Z,8.92,4,27,#70c0fd,พรรคประชาธิปัตย์
ปิยชาติ โชติช่วง,1511,4,2026-02-07T16:49:09.009Z,1.76,5,11,#febd2f,พรรคเศรษฐกิจ
อัฏฐพล สิทธิชัยอารีกิจ,1494,5,2026-02-07T16:49:10.564Z,1.74,6,6,#243180,พรรครวมไทยสร้างชาติ
วสันต์ ภู่รัสมี,1209,9,2026-02-07T16:49:13.980Z,1.41,7,44,#f3717b,พรรคโอกาสใหม่
ภาคิณ ภูกิจสิริกุล,1004,11,2026-02-07T16:49:14.795Z,1.17,8,49,#f6ec4c,พรรคไทยก้าวใหม่
สิรภพ เอื้อชลิตนุกูล,743,6,2026-02-07T16:49:11.214Z,0.87,9,42,#44a26e,พรรคกล้าธรรม
ฤทธี กิจพิพิธ,687,12,2026-02-07T16:49:15.052Z,0.8,10,48,#7c26df,พรรคไทยสร้างไทย
กันตพงศ์ นาคสุวรรณ,559,3,2026-02-07T16:49:07.677Z,0.65,11,29,#36b54c,พรรคไทยภักดี
หมวดตรีกิติภูมิ นีละไพจิตร์,408,1,2026-02-07T16:49:03.607Z,0.48,12,43,#096735,พรรคพลังประชารัฐ
ธนพิสิฐ จีรวงศ์ไกรสร,258,13,2026-02-07T16:49:15.052Z,0.3,13,35,#04685b,พรรครักชาติ
ศุภโชค มุ่งดี,136,14,2026-02-07T16:49:15.052Z,0.16,14,56,#2df928,พรรคเพื่อบ้านเมือง
รัชภูมิ ใบเรือ,132,15,2026-02-07T16:49:15.052Z,0.15,15,23,#293f8b,พรรคปวงชนไทย
