fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
พลากร พิมพะนิตย์,41572,5,2026-02-07T16:49:10.564Z,56.84,1,9,#fe0000,พรรคเพื่อไทย
เกียรติศักดิ์ ตั้งรุ่งเรืองอยู่,17356,3,2026-02-07T16:49:06.995Z,23.73,2,46,#ff6412,พรรคประชาชน
อนิศ โอสถานุเคราะห์,7624,4,2026-02-07T16:49:08.685Z,10.42,3,37,#131c5f,พรรคภูมิใจไทย
ยศรินทร์ ทองเดือน,1756,2,2026-02-07T16:49:05.224Z,2.4,4,11,#febd2f,พรรคเศรษฐกิจ
สุทิน คำนาดี,1464,9,2026-02-07T16:49:13.980Z,2.0,5,10,#006aee,พรรคทางเลือกใหม่
เรืองยศ ภูพานเพชร,1169,6,2026-02-07T16:49:11.214Z,1.6,6,42,#44a26e,พรรคกล้าธรรม
อรรถวัฒน์ มณีพันธุ์,1113,1,2026-02-07T16:49:03.079Z,1.52,7,27,#70c0fd,พรรคประชาธิปัตย์
ชัยทัศน์ อัดโดดดร,476,10,2026-02-07T16:49:14.535Z,0.65,8,43,#096735,พรรคพลังประชารัฐ
จีรศักดิ์ ภูโคกหิน,448,7,2026-02-07T16:49:13.129Z,0.61,9,6,#243180,พรรครวมไทยสร้างชาติ
จรวย ปู่หลุ่น,159,8,2026-02-07T16:49:13.442Z,0.22,10,8,#ee5e17,พรรคประชาธิปไตยใหม่
