fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
เสกสิทธิ์ แย้มสงวนศักดิ์,37055,2,2026-02-07T16:49:06.598Z,47.08,1,46,#ff6412,พรรคประชาชน
พัชรินทร์ ซำศิริพงษ์,15002,4,2026-02-07T16:49:09.009Z,19.06,2,37,#131c5f,พรรคภูมิใจไทย
เจษฎา เลิศธนสาร,13620,11,2026-02-07T16:49:14.535Z,17.3,3,27,#70c0fd,พรรคประชาธิปัตย์
เดวิด มกรพงศ์,5361,5,2026-02-07T16:49:09.941Z,6.81,4,9,#fe0000,พรรคเพื่อไทย
วนัส ฮ้อแสงชัย,1577,7,2026-02-07T16:49:12.802Z,2.0,5,6,#243180,พรรครวมไทยสร้างชาติ
กุลธิภัสร์ ธนวีรชุติวัฒน์,1305,9,2026-02-07T16:49:13.980Z,1.66,6,49,#f6ec4c,พรรคไทยก้าวใหม่
กิตติธัช สาสนะ,893,13,2026-02-07T16:49:15.052Z,1.13,7,11,#febd2f,พรรคเศรษฐกิจ
กรณิศ บัวจันทร์,802,6,2026-02-07T16:49:10.564Z,1.02,8,44,#f3717b,พรรคโอกาสใหม่
อิสราพร นรินทร์,761,14,2026-02-07T16:49:15.052Z,0.97,9,29,#36b54c,พรรคไทยภักดี
วิลาสินี แป๊ะสมัน,618,3,2026-02-07T16:49:08.063Z,0.79,10,42,#44a26e,พรรคกล้าธรรม
ภูเชษฐ์ เผดิมปราชญ์,557,8,2026-02-07T16:49:13.129Z,0.71,11,48,#7c26df,พรรคไทยสร้างไทย
วรสิริ สุพานิชวรภาชน์,386,1,2026-02-07T16:49:04.719Z,0.49,12,23,#293f8b,พรรคปวงชนไทย
ชุติ ปลื้มรุ่งเรือง,373,10,2026-02-07T16:49:14.535Z,0.47,13,35,#04685b,พรรครักชาติ
นิกม์ แสงศิรินาวิน,292,12,2026-02-07T16:49:14.795Z,0.37,14,43,#096735,พรรคพลังประชารัฐ
เลิศสุวัฒน์ วงศ์สุวรรณ,111,15,2026-02-07T16:49:15.052Z,0.14,15,56,#2df928,พรรคเพื่อบ้านเมือง
