fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
นนท์ ไพศาลลิ้มเจริญกิจ,36749,3,2026-02-07T16:49:07.314Z,40.73,1,46,#ff6412,พรรคประชาชน
อดุล จันทร์แก้ว,27663,7,2026-02-07T16:49:12.175Z,30.66,2,37,#131c5f,พรรคภูมิใจไทย
จำลอง ขำสา,9023,2,2026-02-07T16:49:06.180Z,10.0,3,9,#fe0000,พรรคเพื่อไทย
วัชรพล เจริญนนทสิทธิ์,5511,4,2026-02-07T16:49:08.376Z,6.11,4,42,#44a26e,พรรคกล้าธรรม
เดชาวัจน์ รดีฉัตรภิรมย์,4301,5,2026-02-07T16:49:09.633Z,4.77,5,27,#70c0fd,พรรคประชาธิปัตย์
ประเสริฐ พ่วงสุด,2180,8,2026-02-07T16:49:13.442Z,2.42,6,11,#febd2f,พรรคเศรษฐกิจ
สุธี ทองสวัสดิ์,2161,1,2026-02-07T16:49:04.719Z,2.39,7,6,#243180,พรรครวมไทยสร้างชาติ
ณัฐชโนดม แห่งวงศ์งาม,961,9,2026-02-07T16:49:14.267Z,1.07,8,31,#0641e7,พรรคประชากรไทย
มนูญ พรหมลักษณ์,881,6,2026-02-07T16:49:10.889Z,0.98,9,43,#096735,พรรคพลังประชารัฐ
ธีร์วริศ ธรรมนารักษ์,461,11,2026-02-07T16:49:14.795Z,0.51,10,20,#15603f,พรรคฟิวชัน
สุธาพร จีนสุข,340,10,2026-02-07T16:49:14.535Z,0.38,11,10,#006aee,พรรคทางเลือกใหม่
