fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
เชาว์วิชญ์ อินน้อย,26359,3,2026-02-07T16:49:08.063Z,32.03,1,46,#ff6412,พรรคประชาชน
ณัฐ เธียรสูตร,20347,8,2026-02-07T16:49:13.442Z,24.73,2,42,#44a26e,พรรคกล้าธรรม
สักก์สีห์ พลสันติกุล,13612,1,2026-02-07T16:49:04.214Z,16.54,3,37,#131c5f,พรรคภูมิใจไทย
ทรงยศ รามสูต,12496,7,2026-02-07T16:49:12.470Z,15.19,4,9,#fe0000,พรรคเพื่อไทย
เอกชัย อินทะนันท์,2612,6,2026-02-07T16:49:11.214Z,3.17,5,49,#f6ec4c,พรรคไทยก้าวใหม่
สันติภาพ อินทรพัฒน์,1779,4,2026-02-07T16:49:09.325Z,2.16,6,43,#096735,พรรคพลังประชารัฐ
เสกสรรค์ คันทะมูล,1705,5,2026-02-07T16:49:10.564Z,2.07,7,27,#70c0fd,พรรคประชาธิปัตย์
ประยุทธ กุตตะนันท์,1390,9,2026-02-07T16:49:14.267Z,1.69,8,10,#006aee,พรรคทางเลือกใหม่
ปรีชาพล ยะราช,1122,2,2026-02-07T16:49:06.598Z,1.36,9,6,#243180,พรรครวมไทยสร้างชาติ
บุญยงค์ สดสอาด,864,10,2026-02-07T16:49:14.267Z,1.05,10,11,#febd2f,พรรคเศรษฐกิจ
