fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
การณิก จันทดา,43744,8,2026-02-07T16:49:13.442Z,49.11,1,46,#ff6412,พรรคประชาชน
เพทาย เตโชฬาร,24147,1,2026-02-07T16:49:04.214Z,27.11,2,9,#fe0000,พรรคเพื่อไทย
ยุทธนา สุวรรณ,6285,6,2026-02-07T16:49:11.214Z,7.06,3,37,#131c5f,พรรคภูมิใจไทย
ตะวัน ตุ้มวอน,3521,9,2026-02-07T16:49:14.267Z,3.95,4,11,#febd2f,พรรคเศรษฐกิจ
ปิยะพันธ์ ภัทรพงศ์สินธุ์,3185,2,2026-02-07T16:49:06.598Z,3.58,5,27,#70c0fd,พรรคประชาธิปัตย์
เลอยศ พุทธชิโนรสสกุล,2938,7,2026-02-07T16:49:12.175Z,3.3,6,43,#096735,พรรคพลังประชารัฐ
เกษมสันต์ ยศรุ่งโรจน์,2188,3,2026-02-07T16:49:08.063Z,2.46,7,42,#44a26e,พรรคกล้าธรรม
อานนท์ สิงห์ตาแก้ว,1391,4,2026-02-07T16:49:08.376Z,1.56,8,6,#243180,พรรครวมไทยสร้างชาติ
ศรีพรรณ์ เขียวทอง,793,5,2026-02-07T16:49:10.255Z,0.89,9,22,#6a59a7,พรรคก้าวอิสระ
ภาณุวิชญ์ สายหมอก,510,11,2026-02-07T16:49:14.795Z,0.57,10,49,#f6ec4c,พรรคไทยก้าวใหม่
ศิวพร ตุลวรรธนะ,209,12,2026-02-07T16:49:14.795Z,0.23,11,31,#0641e7,พรรคประชากรไทย
ประเสริฐ คเณสุข,158,10,2026-02-07T16:49:14.535Z,0.18,12,24,#f80406,พรรควิชชั่นใหม่
