fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ศุภกิจ สีหาภาค,32241,4,2026-02-07T16:49:08.376Z,46.07,1,37,#131c5f,พรรคภูมิใจไทย
สุรชาติ ชาญประดิษฐ์,27264,2,2026-02-07T16:49:06.180Z,38.96,2,9,#fe0000,พรรคเพื่อไทย
สุทธิรักษ์ บุญศักดิ์,7099,3,2026-02-07T16:49:06.995Z,10.14,3,46,#ff6412,พรรคประชาชน
สายชล เคหะธรรม,1069,9,2026-02-07T16:49:13.980Z,1.53,4,13,#2d348e,พรรครวมพลังประชาชน
พิทยา บุญเฉลียว,887,1,2026-02-07T16:49:04.214Z,1.27,5,42,#44a26e,พรรคกล้าธรรม
พิสมัย กุลบุตร,709,6,2026-02-07T16:49:11.538Z,1.01,6,11,#febd2f,พรรคเศรษฐกิจ
อภิสิทธิ์ ธานี,242,11,2026-02-07T16:49:14.795Z,0.35,7,10,#006aee,พรรคทางเลือกใหม่
วันชัย บุญเสนอ,187,7,2026-02-07T16:49:12.802Z,0.27,8,27,#70c0fd,พรรคประชาธิปัตย์
ขวัญชนก เจริญธนาธิป,127,10,2026-02-07T16:49:14.535Z,0.18,9,49,#f6ec4c,พรรคไทยก้าวใหม่
สุรมิตร ศรีสุรักษ์,117,5,2026-02-07T16:49:09.941Z,0.17,10,8,#ee5e17,พรรคประชาธิปไตยใหม่
สมยศ อำไพ,43,8,2026-02-07T16:49:13.129Z,0.06,11,23,#293f8b,พรรคปวงชนไทย
