fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ศุภพานี โพธิ์สุ,57294,1,2026-02-07T16:49:03.607Z,67.28,1,37,#131c5f,พรรคภูมิใจไทย
ภูมิพัฒน์ พชรทรัพย์,19699,3,2026-02-07T16:49:07.677Z,23.13,2,9,#fe0000,พรรคเพื่อไทย
เทิดศักดิ์ แพงสาร,5515,5,2026-02-07T16:49:10.255Z,6.48,3,46,#ff6412,พรรคประชาชน
ดาบชัย ทัดสา,1233,9,2026-02-07T16:49:14.267Z,1.45,4,11,#febd2f,พรรคเศรษฐกิจ
อธิราช น้อย,614,2,2026-02-07T16:49:05.703Z,0.72,5,48,#7c26df,พรรคไทยสร้างไทย
นัฐกร ศรีวังไสย์,289,4,2026-02-07T16:49:09.009Z,0.34,6,42,#44a26e,พรรคกล้าธรรม
ธงทิพย์ชลิต แห่สถิตย์,211,6,2026-02-07T16:49:11.851Z,0.25,7,23,#293f8b,พรรคปวงชนไทย
บุญเลิศ พงษ์พิศ,105,8,2026-02-07T16:49:13.708Z,0.12,8,27,#70c0fd,พรรคประชาธิปัตย์
สุกัญญา ชาลีวงษ์,103,10,2026-02-07T16:49:14.535Z,0.12,9,6,#243180,พรรครวมไทยสร้างชาติ
ยุทธศักดิ์ โพธิ์ละคร,95,7,2026-02-07T16:49:12.175Z,0.11,10,36,#27c500,พรรคไทยพร้อม
