fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
เทพฤทธิ์ ภาษี,37562,9,2026-02-07T16:49:13.980Z,38.76,1,46,#ff6412,พรรคประชาชน
สลิลทิพย์ สุขวัฒน์,26213,7,2026-02-07T16:49:12.802Z,27.05,2,9,#fe0000,พรรคเพื่อไทย
กรุงศรีวิไล สุทินเผือก,16351,3,2026-02-07T16:49:08.063Z,16.87,3,42,#44a26e,พรรคกล้าธรรม
วิบูลย์ชัย ขาวทองบริสุทธิ์,7088,8,2026-02-07T16:49:13.442Z,7.31,4,37,#131c5f,พรรคภูมิใจไทย
ทนงศักดิ์ ปิ่นถาวร,2880,10,2026-02-07T16:49:14.535Z,2.97,5,27,#70c0fd,พรรคประชาธิปัตย์
ชวลิต ทองเพียร,2315,5,2026-02-07T16:49:10.564Z,2.39,6,11,#febd2f,พรรคเศรษฐกิจ
ประนอม แซ่ลี้,2087,6,2026-02-07T16:49:11.851Z,2.15,7,43,#096735,พรรคพลังประชารัฐ
พีรวิชย์ วงศ์วิชญะ,1045,4,2026-02-07T16:49:08.685Z,1.08,8,49,#f6ec4c,พรรคไทยก้าวใหม่
อภิศักดิ์ แก้วหาญ,716,1,2026-02-07T16:49:03.079Z,0.74,9,30,#66398e,พรรคแรงงานสร้างชาติ
หัสวรรษ เผือกบางนา,643,2,2026-02-07T16:49:06.598Z,0.66,10,23,#293f8b,พรรคปวงชนไทย
