fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
พัชราวรรณ ภิญโญ,26753,1,2026-02-07T16:49:03.607Z,34.26,1,9,#fe0000,พรรคเพื่อไทย
โกศล ปัทมะ,18142,4,2026-02-07T16:49:09.009Z,23.23,2,37,#131c5f,พรรคภูมิใจไทย
พิทักษ์พงษ์ ศิริศักดิ์,16522,6,2026-02-07T16:49:11.214Z,21.16,3,42,#44a26e,พรรคกล้าธรรม
ธัญญาภรณ์ กุลนอก,11274,8,2026-02-07T16:49:13.708Z,14.44,4,46,#ff6412,พรรคประชาชน
อรทัย พลวิเศษ,2000,7,2026-02-07T16:49:12.470Z,2.56,5,43,#096735,พรรคพลังประชารัฐ
สกลโชค เจริญโยธากุล,813,5,2026-02-07T16:49:09.633Z,1.04,6,6,#243180,พรรครวมไทยสร้างชาติ
ธัญญา เกษาวงศ์,691,9,2026-02-07T16:49:13.980Z,0.88,7,23,#293f8b,พรรคปวงชนไทย
สมมาศ นัยวิกุล,603,12,2026-02-07T16:49:15.052Z,0.77,8,11,#febd2f,พรรคเศรษฐกิจ
ประกาศ ขุนศรี,438,11,2026-02-07T16:49:14.795Z,0.56,9,56,#2df928,พรรคเพื่อบ้านเมือง
สิทธิชัย เจริญใจ,426,3,2026-02-07T16:49:08.063Z,0.55,10,27,#70c0fd,พรรคประชาธิปัตย์
สุรวิช โคตร์คันทา,354,2,2026-02-07T16:49:06.598Z,0.45,11,36,#27c500,พรรคไทยพร้อม
ณัฏฐ์ โอ้จินดา,75,10,2026-02-07T16:49:14.535Z,0.1,12,49,#f6ec4c,พรรคไทยก้าวใหม่
