fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
อนันต์ ปรีดาสุทธิจิตต์,49881,3,2026-02-07T16:49:08.063Z,55.63,1,37,#131c5f,พรรคภูมิใจไทย
ณรงธร โพธิ์หมื่น,23056,6,2026-02-07T16:49:10.889Z,25.71,2,46,#ff6412,พรรคประชาชน
ประมวล เอมเปีย,7235,7,2026-02-07T16:49:12.802Z,8.07,3,9,#fe0000,พรรคเพื่อไทย
ปรีชา กาญจนบัตร,3423,9,2026-02-07T16:49:14.267Z,3.82,4,27,#70c0fd,พรรคประชาธิปัตย์
สุพจน์ นาคู,2653,5,2026-02-07T16:49:10.564Z,2.96,5,11,#febd2f,พรรคเศรษฐกิจ
ทรงศักดิ์ แซ่ลี้,863,8,2026-02-07T16:49:13.442Z,0.96,6,6,#243180,พรรครวมไทยสร้างชาติ
พรชัย วงศ์ล้อมนิล,815,1,2026-02-07T16:49:03.607Z,0.91,7,43,#096735,พรรคพลังประชารัฐ
สมุทร ธรรมมงคล,773,2,2026-02-07T16:49:06.180Z,0.86,8,30,#66398e,พรรคแรงงานสร้างชาติ
เสมอ ทองหยวก,614,4,2026-02-07T16:49:08.376Z,0.68,9,23,#293f8b,พรรคปวงชนไทย
ไชยอนันต์ ขวัญกิจไพศาล,350,10,2026-02-07T16:49:14.267Z,0.39,10,29,#36b54c,พรรคไทยภักดี
