fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
จำลอง ภูนวนทา,25564,4,2026-02-07T16:49:08.376Z,35.16,1,42,#44a26e,พรรคกล้าธรรม
ศิรินันท์ ภูมิเหล่าแจ้ง,13884,2,2026-02-07T16:49:05.703Z,19.1,2,9,#fe0000,พรรคเพื่อไทย
ศุภสิทธิ์ เฮงไพบูลย์,13478,6,2026-02-07T16:49:10.564Z,18.54,3,43,#096735,พรรคพลังประชารัฐ
วีรภัทร ราชชมภู,10801,3,2026-02-07T16:49:07.314Z,14.86,4,46,#ff6412,พรรคประชาชน
เดชบดินทร์ พยุงแสนกุล,4751,1,2026-02-07T16:49:04.719Z,6.53,5,37,#131c5f,พรรคภูมิใจไทย
ปราการ อุตส่าห์,1502,8,2026-02-07T16:49:13.442Z,2.07,6,11,#febd2f,พรรคเศรษฐกิจ
สัมพันธ์ ภูแป้ง,1195,9,2026-02-07T16:49:14.267Z,1.64,7,27,#70c0fd,พรรคประชาธิปัตย์
บงกช ผิวคำ,498,5,2026-02-07T16:49:09.633Z,0.68,8,6,#243180,พรรครวมไทยสร้างชาติ
จินตนา ภูหญ้าแพรด,391,11,2026-02-07T16:49:14.795Z,0.54,9,49,#f6ec4c,พรรคไทยก้าวใหม่
ณพงษ์ชัย เชี่ยวรุ่งโรจน์,365,7,2026-02-07T16:49:12.802Z,0.5,10,10,#006aee,พรรคทางเลือกใหม่
รุ่งรุจี สารครศรี,148,12,2026-02-07T16:49:14.795Z,0.2,11,56,#2df928,พรรคเพื่อบ้านเมือง
คำพันธ์ เม็นไธสงค์,126,10,2026-02-07T16:49:14.535Z,0.17,12,8,#ee5e17,พรรคประชาธิปไตยใหม่
