fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
เรืออากาศโทธนเดช เพ็งสุข,39644,7,2026-02-07T16:49:12.470Z,49.62,1,46,#ff6412,พรรคประชาชน
ศุกล กุลสิงห์,13459,3,2026-02-07T16:49:07.677Z,16.85,2,37,#131c5f,พรรคภูมิใจไทย
ภาณุพงศ์ ลักษณวิศิษฏ์,10173,8,2026-02-07T16:49:13.442Z,12.73,3,27,#70c0fd,พรรคประชาธิปัตย์
แมน เจริญวัลย์,8969,2,2026-02-07T16:49:05.224Z,11.23,4,9,#fe0000,พรรคเพื่อไทย
กฤษฎ์ เครือเจริญพร,1690,11,2026-02-07T16:49:14.795Z,2.12,5,6,#243180,พรรครวมไทยสร้างชาติ
รุ่งนภา ทองประคำ,1240,1,2026-02-07T16:49:03.607Z,1.55,6,11,#febd2f,พรรคเศรษฐกิจ
ฐิติพัฒณ์ จันทร์แก้ว,1179,9,2026-02-07T16:49:13.980Z,1.48,7,35,#04685b,พรรครักชาติ
ธัญญะ เมษประสาท,958,6,2026-02-07T16:49:11.214Z,1.2,8,23,#293f8b,พรรคปวงชนไทย
ทิฆัมพร อัศวสิรินิมิต,716,14,2026-02-07T16:49:15.052Z,0.9,9,48,#7c26df,พรรคไทยสร้างไทย
ดนัย อินทรพยุง,692,13,2026-02-07T16:49:15.052Z,0.87,10,49,#f6ec4c,พรรคไทยก้าวใหม่
ศุรุท เกษมณีภูรเดช,400,5,2026-02-07T16:49:10.255Z,0.5,11,44,#f3717b,พรรคโอกาสใหม่
อนุศักดิ์ กาญจนี,292,4,2026-02-07T16:49:08.685Z,0.37,12,7,#0ac107,พรรคพลวัต
สมบัติ มหาโคตร,224,12,2026-02-07T16:49:15.052Z,0.28,13,43,#096735,พรรคพลังประชารัฐ
วัชรพนต์ วัฒนาอาภรณ์ชัย,144,15,2026-02-07T16:49:15.052Z,0.18,14,56,#2df928,พรรคเพื่อบ้านเมือง
ณัษฐพงษ์ วุฒิพงศ์เตชากิจ,110,16,2026-02-07T16:49:15.312Z,0.14,15,24,#f80406,พรรควิชชั่นใหม่
