id,name,provinceId,number,provinceName,parties,provinceId_key
8cb49227-4515-4e7c-a49e-370bc18d2de8,สมุทรปราการ เขต 2,11,2,สมุทรปราการ,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 39579, 'percent': 47.45285167911566}, {'code': '9', 'name': 'พรรคเพื่อไทย', 'party': {'code': '9', 'name': 'พรรคเพื่อไทย', 'color': '#fe0000'}, 'totalVotes': 15371, 'percent': 18.42890884458139}]",11
484bc075-5077-41ce-9a9b-d9722630c3f5,สมุทรปราการ เขต 3,11,3,สมุทรปราการ,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 43100, 'percent': 49.774225958817894}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 14174, 'percent': 16.36890669931055}]",11
d6bc24ec-8201-4cf9-a205-08e09daf936d,สมุทรปราการ เขต 4,11,4,สมุทรปราการ,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 44594, 'percent': 52.865305735353395}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 14194, 'percent': 16.826706498802665}]",11
2531e4b6-1565-4740-91ef-54efb6823778,สมุทรปราการ เขต 5,11,5,สมุทรปราการ,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 49542, 'percent': 53.46297455377377}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 14489, 'percent': 15.635723998014376}]",11
f2f06bb3-71e5-435c-8adf-1944e67c78f5,สมุทรปราการ เขต 6,11,6,สมุทรปราการ,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 33792, 'percent': 41.928159315093986}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 21000, 'percent': 26.056206960729572}]",11
0455fb4f-a83b-41bc-8353-012ad7ac3139,สมุทรปราการ เขต 7,11,7,สมุทรปราการ,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 46042, 'percent': 49.56988900013996}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 15982, 'percent': 17.206593240959055}]",11
c9f015a0-24a4-45ac-9442-db8e8a04debc,สมุทรปราการ เขต 8,11,8,สมุทรปราการ,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 44832, 'percent': 45.44182934987533}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 14234, 'percent': 14.427618642178027}]",11
a9eed4d5-0b8f-4691-84c8-b9054770ac47,นนทบุรี เขต 1,12,1,นนทบุรี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 39671, 'percent': 44.849807242264255}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 17545, 'percent': 19.83539280747968}]",12
70681590-9aa3-45e0-b5d0-f8cb57b08308,นนทบุรี เขต 2,12,2,นนทบุรี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 36127, 'percent': 45.92045555654418}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 15508, 'percent': 19.71197234120982}]",12
5a38b07d-4fc3-4ebb-a0ea-83d5f05752f7,นนทบุรี เขต 3,12,3,นนทบุรี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 36132, 'percent': 47.541479717372134}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 13961, 'percent': 18.36949513822187}]",12
