fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ณพัฎน์ จิตตภินันท์กัณตา,43857,6,2026-02-07T16:49:10.889Z,51.98,1,46,#ff6412,พรรคประชาชน
เจณิสตา เตชะโสภณมณี,14391,5,2026-02-07T16:49:09.941Z,17.06,2,37,#131c5f,พรรคภูมิใจไทย
มารีญา ฤกษ์ดี,12580,7,2026-02-07T16:49:12.802Z,14.91,3,27,#70c0fd,พรรคประชาธิปัตย์
วิชญ์วิสิษ โชติกิจพิศาล,6074,4,2026-02-07T16:49:09.325Z,7.2,4,9,#fe0000,พรรคเพื่อไทย
กฤษติศักดิ์ พูลสวัสดิ์,2393,9,2026-02-07T16:49:14.267Z,2.84,5,11,#febd2f,พรรคเศรษฐกิจ
รัชชานนท์ สมบัติลาภตระกูล,1659,8,2026-02-07T16:49:13.442Z,1.97,6,6,#243180,พรรครวมไทยสร้างชาติ
ทรงวุฒิ จันทร์อำนวยโชค,951,11,2026-02-07T16:49:14.795Z,1.13,7,49,#f6ec4c,พรรคไทยก้าวใหม่
สุภาภรณ์ ไชยโคตร,767,10,2026-02-07T16:49:14.535Z,0.91,8,48,#7c26df,พรรคไทยสร้างไทย
พงศพัศ กตคุณวิสิทธิ์,499,2,2026-02-07T16:49:05.224Z,0.59,9,42,#44a26e,พรรคกล้าธรรม
ปภาดา ถาวรเศรษฐ,470,1,2026-02-07T16:49:03.079Z,0.56,10,44,#f3717b,พรรคโอกาสใหม่
จักรกฤช ปิ่นกร,271,3,2026-02-07T16:49:07.314Z,0.32,11,23,#293f8b,พรรคปวงชนไทย
วิษณุ ทิพย์วงศ์,261,12,2026-02-07T16:49:14.795Z,0.31,12,8,#ee5e17,พรรคประชาธิปไตยใหม่
ชาญวิทย์ อุทัยแสน,198,13,2026-02-07T16:49:15.052Z,0.23,13,10,#006aee,พรรคทางเลือกใหม่
