fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ชลณัฏฐ์ โกยกุล,37355,3,2026-02-07T16:49:07.677Z,52.47,1,46,#ff6412,พรรคประชาชน
มัญดา อัฐจินดา,10169,1,2026-02-07T16:49:03.079Z,14.28,2,37,#131c5f,พรรคภูมิใจไทย
สุวัฒน์ ม่วงศิริ,9574,2,2026-02-07T16:49:05.224Z,13.45,3,9,#fe0000,พรรคเพื่อไทย
พร้อมพล ธรรมจินดา,5914,10,2026-02-07T16:49:14.535Z,8.31,4,27,#70c0fd,พรรคประชาธิปัตย์
ธัญญ์ภรณ์ สุจารีรัตน์,1717,4,2026-02-07T16:49:09.325Z,2.41,5,11,#febd2f,พรรคเศรษฐกิจ
ทิพย์รัมภา วิธูชุลีโชติ,1485,7,2026-02-07T16:49:12.802Z,2.09,6,49,#f6ec4c,พรรคไทยก้าวใหม่
จักรทิพย์ วงษ์งามสวย,1411,5,2026-02-07T16:49:09.633Z,1.98,7,6,#243180,พรรครวมไทยสร้างชาติ
ปิ่น แจ้งชะไว,1226,9,2026-02-07T16:49:13.708Z,1.72,8,35,#04685b,พรรครักชาติ
นัจภัค กรเกษม,809,6,2026-02-07T16:49:11.538Z,1.14,9,42,#44a26e,พรรคกล้าธรรม
ณฤษร พฤฒิวโรดม,645,8,2026-02-07T16:49:13.442Z,0.91,10,48,#7c26df,พรรคไทยสร้างไทย
รวินท์ ชอบใช้,529,11,2026-02-07T16:49:14.795Z,0.74,11,44,#f3717b,พรรคโอกาสใหม่
ไพฑูรย์ ลิขิตบรรจง,229,12,2026-02-07T16:49:14.795Z,0.32,12,23,#293f8b,พรรคปวงชนไทย
พรเทพ ประเสริฐสุรกุล,134,13,2026-02-07T16:49:15.052Z,0.19,13,56,#2df928,พรรคเพื่อบ้านเมือง
