fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
นิตยา มีศรี,50599,11,2026-02-07T16:49:14.795Z,56.89,1,46,#ff6412,พรรคประชาชน
ยุคลฉัตร หลำวรรณะ,13627,4,2026-02-07T16:49:09.009Z,15.32,2,37,#131c5f,พรรคภูมิใจไทย
ปิยะพงษ์ เหมะ,10783,9,2026-02-07T16:49:13.980Z,12.12,3,9,#fe0000,พรรคเพื่อไทย
ธวัชชัย ทรงพัฒนาศิลป์,4169,10,2026-02-07T16:49:14.535Z,4.69,4,27,#70c0fd,พรรคประชาธิปัตย์
ธนภรณ์ บุญประเสริฐ,2263,3,2026-02-07T16:49:06.995Z,2.54,5,43,#096735,พรรคพลังประชารัฐ
วาสนา แต้มพุดซา,1985,1,2026-02-07T16:49:03.079Z,2.23,6,6,#243180,พรรครวมไทยสร้างชาติ
ชวกร อุบลรัตน์,1574,7,2026-02-07T16:49:12.175Z,1.77,7,49,#f6ec4c,พรรคไทยก้าวใหม่
มาโนช นุชนา,1199,5,2026-02-07T16:49:09.941Z,1.35,8,12,#eac33b,พรรคเสรีรวมไทย
รังรอง เข็มทอง,1143,8,2026-02-07T16:49:13.708Z,1.29,9,44,#f3717b,พรรคโอกาสใหม่
สงกรานต์ แสงสุข,880,6,2026-02-07T16:49:11.851Z,0.99,10,23,#293f8b,พรรคปวงชนไทย
ชัยณรงค์ ชยานุคุณลิขิต,726,2,2026-02-07T16:49:05.224Z,0.82,11,42,#44a26e,พรรคกล้าธรรม
