fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ศุภณัฐ มีนชัยนันท์,47108,5,2026-02-07T16:49:09.633Z,51.96,1,46,#ff6412,พรรคประชาชน
ณัฐวรินธร บวรภัควุฒิสิริ,16267,6,2026-02-07T16:49:11.538Z,17.94,2,37,#131c5f,พรรคภูมิใจไทย
วิเวียน จุลมนต์,10691,1,2026-02-07T16:49:03.079Z,11.79,3,27,#70c0fd,พรรคประชาธิปัตย์
สายัณต์ จันทร์เหมือนเผือก,9379,8,2026-02-07T16:49:13.442Z,10.35,4,9,#fe0000,พรรคเพื่อไทย
วัทธิกร หรุ่นศิริ,3150,9,2026-02-07T16:49:13.980Z,3.47,5,6,#243180,พรรครวมไทยสร้างชาติ
วรินทร์ลดา วงศ์ศรีรัฐ,873,2,2026-02-07T16:49:05.703Z,0.96,6,48,#7c26df,พรรคไทยสร้างไทย
พีรพงศ์ บัวเทศ,632,11,2026-02-07T16:49:14.795Z,0.7,7,13,#2d348e,พรรครวมพลังประชาชน
พัชรวณัน เบ็ญจวิทย์วิไล,583,7,2026-02-07T16:49:12.802Z,0.64,8,35,#04685b,พรรครักชาติ
ธราธพ ชาตรี,553,3,2026-02-07T16:49:07.314Z,0.61,9,49,#f6ec4c,พรรคไทยก้าวใหม่
ชัยวัฒน์ โพธิจันทร์,424,4,2026-02-07T16:49:09.009Z,0.47,10,7,#0ac107,พรรคพลวัต
รัตนมงคล เลิศทวีวิทย์,324,10,2026-02-07T16:49:14.535Z,0.36,11,42,#44a26e,พรรคกล้าธรรม
สุชาติ ตามประกอบ,259,13,2026-02-07T16:49:15.052Z,0.29,12,8,#ee5e17,พรรคประชาธิปไตยใหม่
ปัฐน์ชนนท์ คูณธนานุวัฒน์,242,14,2026-02-07T16:49:15.052Z,0.27,13,44,#f3717b,พรรคโอกาสใหม่
นพพล ปุรณะชัยคีรี,177,12,2026-02-07T16:49:14.795Z,0.2,14,56,#2df928,พรรคเพื่อบ้านเมือง
