fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
อนุสรณ์ แก้ววิเชียร,35655,7,2026-02-07T16:49:12.802Z,49.04,1,46,#ff6412,พรรคประชาชน
ดาราวรรณ อัจฉริยะประสิทธิ์,12683,2,2026-02-07T16:49:06.598Z,17.44,2,9,#fe0000,พรรคเพื่อไทย
สิริภิญญ์ อินทรประเสริฐ,12216,8,2026-02-07T16:49:13.129Z,16.8,3,37,#131c5f,พรรคภูมิใจไทย
เอิบ พงบุหงอ,5701,9,2026-02-07T16:49:13.980Z,7.84,4,27,#70c0fd,พรรคประชาธิปัตย์
เอกชัย แสงวิจิตร,1728,3,2026-02-07T16:49:07.677Z,2.38,5,11,#febd2f,พรรคเศรษฐกิจ
ประชา มีเหม็ง,1438,4,2026-02-07T16:49:08.685Z,1.98,6,6,#243180,พรรครวมไทยสร้างชาติ
วุฒิบูรณ์ วิงวน,1036,5,2026-02-07T16:49:09.941Z,1.42,7,42,#44a26e,พรรคกล้าธรรม
ปัญญา สุขขจีธำรง,742,6,2026-02-07T16:49:11.214Z,1.02,8,10,#006aee,พรรคทางเลือกใหม่
สินีนาถ พิณประไพวงศ์,623,1,2026-02-07T16:49:04.214Z,0.86,9,7,#0ac107,พรรคพลวัต
ศุภวัฒน์ กุลสังคหะ,563,11,2026-02-07T16:49:14.795Z,0.77,10,12,#eac33b,พรรคเสรีรวมไทย
อิทธิพล คงพสิษฐ์พร,327,10,2026-02-07T16:49:14.535Z,0.45,11,43,#096735,พรรคพลังประชารัฐ
