fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ภูริวรรธก์ ใจสำราญ,44824,15,2026-02-07T16:49:15.052Z,47.72,1,46,#ff6412,พรรคประชาชน
ศลิษา สิงหเสนี,14631,13,2026-02-07T16:49:15.052Z,15.58,2,37,#131c5f,พรรคภูมิใจไทย
ภูร์ผา ไทยแท้,14118,12,2026-02-07T16:49:15.052Z,15.03,3,9,#fe0000,พรรคเพื่อไทย
พิมชนก เก่าเจริญ,8672,6,2026-02-07T16:49:11.214Z,9.23,4,27,#70c0fd,พรรคประชาธิปัตย์
นพวรรณ หัวใจมั่น,3856,9,2026-02-07T16:49:13.980Z,4.11,5,43,#096735,พรรคพลังประชารัฐ
ธนกฤต ธนิศราพงศ์,1636,11,2026-02-07T16:49:14.795Z,1.74,6,6,#243180,พรรครวมไทยสร้างชาติ
กรกมล บุญเฉย,1595,14,2026-02-07T16:49:15.052Z,1.7,7,11,#febd2f,พรรคเศรษฐกิจ
ศิริวรรณ พงษ์พานิชย์,1065,7,2026-02-07T16:49:12.802Z,1.13,8,48,#7c26df,พรรคไทยสร้างไทย
นนท์ปวิธ แก้วงาม,884,16,2026-02-07T16:49:15.312Z,0.94,9,42,#44a26e,พรรคกล้าธรรม
จิดาภา วิไลวรางกูร,629,2,2026-02-07T16:49:05.224Z,0.67,10,49,#f6ec4c,พรรคไทยก้าวใหม่
ณัฎฐามณี คณโชติพิพัฒน์,391,1,2026-02-07T16:49:04.719Z,0.42,11,8,#ee5e17,พรรคประชาธิปไตยใหม่
ปราณิสา สุดวิเศษ,390,8,2026-02-07T16:49:13.129Z,0.42,12,7,#0ac107,พรรคพลวัต
ณัฐธยาน์ สิงห์คำนาราภูมิ,380,5,2026-02-07T16:49:10.564Z,0.4,13,31,#0641e7,พรรคประชากรไทย
พิเชฐ เดชอรัญ,342,3,2026-02-07T16:49:08.063Z,0.36,14,44,#f3717b,พรรคโอกาสใหม่
อิสรีย์ อัศวรากาญจน์,266,4,2026-02-07T16:49:09.325Z,0.28,15,35,#04685b,พรรครักชาติ
พุฒิพัฒน์ ธีรสกุลสิทธิ์,246,10,2026-02-07T16:49:14.535Z,0.26,16,23,#293f8b,พรรคปวงชนไทย
