fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
พงษ์สรณัฐ ทองลี,40407,1,2026-02-07T16:49:03.607Z,48.76,1,46,#ff6412,พรรคประชาชน
ศรัณยสัณฑ์ วีรกุลสุนทร,15641,7,2026-02-07T16:49:12.175Z,18.87,2,9,#fe0000,พรรคเพื่อไทย
โชติพิพัฒน์ เตชะโสภณมณี,10765,10,2026-02-07T16:49:14.535Z,12.99,3,37,#131c5f,พรรคภูมิใจไทย
สาโรจน์ ซึ้งไพศาลกุล,7771,6,2026-02-07T16:49:10.889Z,9.38,4,27,#70c0fd,พรรคประชาธิปัตย์
ธวัชชัย ทองสิมา,2297,4,2026-02-07T16:49:09.325Z,2.77,5,48,#7c26df,พรรคไทยสร้างไทย
ชัยณรงค์ ธีรการุณวงศ์,1428,5,2026-02-07T16:49:10.255Z,1.72,6,6,#243180,พรรครวมไทยสร้างชาติ
พลตรีสุชิน บุญญานันต์,1314,11,2026-02-07T16:49:14.795Z,1.59,7,11,#febd2f,พรรคเศรษฐกิจ
เสฐียรพงษ์ สำแดงสุข,1266,9,2026-02-07T16:49:14.267Z,1.53,8,42,#44a26e,พรรคกล้าธรรม
วิเชียร กันทาทรัพย์,756,8,2026-02-07T16:49:13.129Z,0.91,9,49,#f6ec4c,พรรคไทยก้าวใหม่
สดใส โอมหานนท์,438,2,2026-02-07T16:49:06.598Z,0.53,10,23,#293f8b,พรรคปวงชนไทย
นิศาชล ชาหอม,366,3,2026-02-07T16:49:07.677Z,0.44,11,7,#0ac107,พรรคพลวัต
ภัควรินทร์ อติธัญญารัศมิ์,203,12,2026-02-07T16:49:14.795Z,0.24,12,8,#ee5e17,พรรคประชาธิปไตยใหม่
ณัฐกร มั่นจิตต์,113,14,2026-02-07T16:49:15.052Z,0.14,13,44,#f3717b,พรรคโอกาสใหม่
ธัญยรัตน์ วโรอัครวัฒน์,110,13,2026-02-07T16:49:15.052Z,0.13,14,53,#1f2587,พรรคไทยพิทักษ์ธรรม
