fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ชนะวุธ อุทโท,54428,3,2026-02-07T16:49:06.995Z,67.59,1,9,#fe0000,พรรคเพื่อไทย
ประเสริฐ บุญเรือง,13867,6,2026-02-07T16:49:11.538Z,17.22,2,37,#131c5f,พรรคภูมิใจไทย
สุขพัฒน์ คุณธวงศ์,9373,4,2026-02-07T16:49:08.376Z,11.64,3,46,#ff6412,พรรคประชาชน
จุฬา ศรีบุตตะ,1122,9,2026-02-07T16:49:14.267Z,1.39,4,43,#096735,พรรคพลังประชารัฐ
ภูมิพิพัฒน์ ไชยทองศรี,656,2,2026-02-07T16:49:06.180Z,0.81,5,6,#243180,พรรครวมไทยสร้างชาติ
ณัฏฐพงศ์ โพธะศรี,380,8,2026-02-07T16:49:13.442Z,0.47,6,11,#febd2f,พรรคเศรษฐกิจ
ปรีชา นันอำไพ,294,1,2026-02-07T16:49:03.607Z,0.37,7,27,#70c0fd,พรรคประชาธิปัตย์
สุรพงษ์ พลซื่อ,227,7,2026-02-07T16:49:12.802Z,0.28,8,42,#44a26e,พรรคกล้าธรรม
ณัฐวัฒน์ กาฬหว้า,105,5,2026-02-07T16:49:10.564Z,0.13,9,7,#0ac107,พรรคพลวัต
วรัญญา เพียรสดับ,74,10,2026-02-07T16:49:14.535Z,0.09,10,56,#2df928,พรรคเพื่อบ้านเมือง
