fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ฤทธิรงค์ ภูมิสวัสดิ์,30711,6,2026-02-07T16:49:10.889Z,38.47,1,37,#131c5f,พรรคภูมิใจไทย
ธีระวัฒน์ พรรณะ,21311,1,2026-02-07T16:49:04.719Z,26.7,2,46,#ff6412,พรรคประชาชน
นงลักษณ์ ทุงจันทร์,14435,7,2026-02-07T16:49:12.175Z,18.08,3,9,#fe0000,พรรคเพื่อไทย
ทองหล่อ พลโคตร,9690,4,2026-02-07T16:49:09.009Z,12.14,4,42,#44a26e,พรรคกล้าธรรม
เชวงศักดิ์ พลลาภ,1123,5,2026-02-07T16:49:09.633Z,1.41,5,27,#70c0fd,พรรคประชาธิปัตย์
ชัยสิทธิ์ ภความนตรี,831,9,2026-02-07T16:49:13.980Z,1.04,6,43,#096735,พรรคพลังประชารัฐ
กิจอนันต์ วิริยะสุข,652,8,2026-02-07T16:49:13.708Z,0.82,7,11,#febd2f,พรรคเศรษฐกิจ
ปัญญา ประทุมชัย,508,3,2026-02-07T16:49:07.314Z,0.64,8,6,#243180,พรรครวมไทยสร้างชาติ
ชยพล โบราณมูล,482,2,2026-02-07T16:49:06.180Z,0.6,9,49,#f6ec4c,พรรคไทยก้าวใหม่
รณรงค์ ชารีคง,88,10,2026-02-07T16:49:14.535Z,0.11,10,8,#ee5e17,พรรคประชาธิปไตยใหม่
