fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ภัทรพงษ์ ลีลาภัทร์,54200,4,2026-02-07T16:49:08.376Z,54.3,1,46,#ff6412,พรรคประชาชน
ณัฏฐ์พัฒน์ รัฐผไท,26586,3,2026-02-07T16:49:07.314Z,26.63,2,9,#fe0000,พรรคเพื่อไทย
สุริยนต์ ปันทะนะ,5215,8,2026-02-07T16:49:13.442Z,5.22,3,37,#131c5f,พรรคภูมิใจไทย
กุสุมา บัวพันธ์,3635,7,2026-02-07T16:49:12.802Z,3.64,4,42,#44a26e,พรรคกล้าธรรม
ฌาญาณนันท์ สุริยา,3168,9,2026-02-07T16:49:14.267Z,3.17,5,44,#f3717b,พรรคโอกาสใหม่
พิชิต ผ่องเกษร,1812,1,2026-02-07T16:49:04.214Z,1.82,6,11,#febd2f,พรรคเศรษฐกิจ
สุรพล เกียรติไชยากร,1784,2,2026-02-07T16:49:05.224Z,1.79,7,43,#096735,พรรคพลังประชารัฐ
ชัยวัฒน์ เชื้อสกุล,1574,5,2026-02-07T16:49:09.633Z,1.58,8,27,#70c0fd,พรรคประชาธิปัตย์
ภูสวัสดิ์ สุขเลี้ยง,985,11,2026-02-07T16:49:14.795Z,0.99,9,6,#243180,พรรครวมไทยสร้างชาติ
ภัทรพนธ์ ชาชุมพร,610,6,2026-02-07T16:49:11.538Z,0.61,10,24,#f80406,พรรควิชชั่นใหม่
พงศพัศ กันทา,138,10,2026-02-07T16:49:14.535Z,0.14,11,31,#0641e7,พรรคประชากรไทย
ศานต์ภิสิทธิ์ ปัญญาทิพย์,117,12,2026-02-07T16:49:15.052Z,0.12,12,56,#2df928,พรรคเพื่อบ้านเมือง
