fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
เอกราช อุดมอำนวย,37489,6,2026-02-07T16:49:11.214Z,44.74,1,46,#ff6412,พรรคประชาชน
ภูมิพัฒน์ โหสกุล,17889,5,2026-02-07T16:49:09.941Z,21.35,2,9,#fe0000,พรรคเพื่อไทย
กนกนุช กลิ่นสังข์,8696,9,2026-02-07T16:49:13.980Z,10.38,3,44,#f3717b,พรรคโอกาสใหม่
รณกร เชียรวิชัย,7276,13,2026-02-07T16:49:15.052Z,8.68,4,37,#131c5f,พรรคภูมิใจไทย
ชัยพร แก้ววาตะ,5864,2,2026-02-07T16:49:05.224Z,7.0,5,27,#70c0fd,พรรคประชาธิปัตย์
ภูพิพัฒน์ สาวพัฒนะธาดา,1835,1,2026-02-07T16:49:04.719Z,2.19,6,6,#243180,พรรครวมไทยสร้างชาติ
ชณธัศน์ เหลืองวัฒนะวุฒิ,1288,8,2026-02-07T16:49:13.129Z,1.54,7,11,#febd2f,พรรคเศรษฐกิจ
ไกรศักดิ์ เสาเวียง,570,14,2026-02-07T16:49:15.052Z,0.68,8,48,#7c26df,พรรคไทยสร้างไทย
รนภัทร นิธิโชติการ,526,12,2026-02-07T16:49:14.795Z,0.63,9,49,#f6ec4c,พรรคไทยก้าวใหม่
ดิษยะฤทธิ์ รู้ดี,494,11,2026-02-07T16:49:14.795Z,0.59,10,42,#44a26e,พรรคกล้าธรรม
อนุวัตร เผือกเกษม,447,4,2026-02-07T16:49:09.009Z,0.53,11,8,#ee5e17,พรรคประชาธิปไตยใหม่
วรัชณ์กิตต์ วิศาลมนัส,434,7,2026-02-07T16:49:12.802Z,0.52,12,35,#04685b,พรรครักชาติ
ภัทราวดี นาคงาม,389,10,2026-02-07T16:49:14.535Z,0.46,13,7,#0ac107,พรรคพลวัต
ทินกร ณัฏฐมั่งคั่ง,255,3,2026-02-07T16:49:07.677Z,0.3,14,31,#0641e7,พรรคประชากรไทย
พลอากาศตรีธงชัย เพ็งเดือน,176,15,2026-02-07T16:49:15.052Z,0.21,15,54,#ffdd00,พรรคความหวังใหม่
สาธิต นีระวงศ์,156,16,2026-02-07T16:49:15.312Z,0.19,16,24,#f80406,พรรควิชชั่นใหม่
