fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
วีรนันท์ ฮวดศรี,33395,3,2026-02-07T16:49:07.314Z,42.5,1,46,#ff6412,พรรคประชาชน
วิทิต ทองโสภิต,22129,4,2026-02-07T16:49:08.376Z,28.16,2,37,#131c5f,พรรคภูมิใจไทย
ณณท์พัชธี กันตวธีระณัต,14718,7,2026-02-07T16:49:12.802Z,18.73,3,9,#fe0000,พรรคเพื่อไทย
ธรรมรัตน์ จันท่าจีน,2585,1,2026-02-07T16:49:04.719Z,3.29,4,27,#70c0fd,พรรคประชาธิปัตย์
ศุภิกา ศุภรมย์,1779,6,2026-02-07T16:49:11.214Z,2.26,5,6,#243180,พรรครวมไทยสร้างชาติ
สุดใจ จันทะบุรม,1437,2,2026-02-07T16:49:06.180Z,1.83,6,11,#febd2f,พรรคเศรษฐกิจ
อิทธิกร อุ่นประกอ,1300,9,2026-02-07T16:49:13.980Z,1.65,7,43,#096735,พรรคพลังประชารัฐ
เนติธร ช่วยหาร,529,8,2026-02-07T16:49:13.708Z,0.67,8,29,#36b54c,พรรคไทยภักดี
โชติกา สอนโว,521,5,2026-02-07T16:49:09.633Z,0.66,9,49,#f6ec4c,พรรคไทยก้าวใหม่
นรเศรษฐ์ ศรีเงิน,192,10,2026-02-07T16:49:14.535Z,0.24,10,31,#0641e7,พรรคประชากรไทย
