fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ฐาปกรณ์ กุลเจริญ,33686,4,2026-02-07T16:49:09.325Z,42.01,1,37,#131c5f,พรรคภูมิใจไทย
วีรภัทร คันธะ,31359,7,2026-02-07T16:49:13.129Z,39.1,2,46,#ff6412,พรรคประชาชน
นฤมล ธารดำรงค์,7557,8,2026-02-07T16:49:13.708Z,9.42,3,9,#fe0000,พรรคเพื่อไทย
อุทัย เสน่หา,2151,6,2026-02-07T16:49:11.214Z,2.68,4,27,#70c0fd,พรรคประชาธิปัตย์
ชนาวีร์ ชีววัฒนรัตน์,1837,10,2026-02-07T16:49:14.535Z,2.29,5,6,#243180,พรรครวมไทยสร้างชาติ
กิตติศักดิ์ ศีลภูษิต,1280,3,2026-02-07T16:49:06.995Z,1.6,6,23,#293f8b,พรรคปวงชนไทย
ธวัชชวิน โกพัฒน์ตา,844,9,2026-02-07T16:49:13.980Z,1.05,7,43,#096735,พรรคพลังประชารัฐ
บุญธรรม มุกดาสนิท,670,1,2026-02-07T16:49:04.214Z,0.84,8,12,#eac33b,พรรคเสรีรวมไทย
ณัฐกานต์ อภิสิทธิ์วัฒนกุล,525,5,2026-02-07T16:49:10.564Z,0.65,9,49,#f6ec4c,พรรคไทยก้าวใหม่
ศิววุฒิ ศรีอินทร์จันทร์,283,2,2026-02-07T16:49:06.180Z,0.35,10,42,#44a26e,พรรคกล้าธรรม
