fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ประวัติ ทองสมบูรณ์,30045,5,2026-02-07T16:49:10.255Z,43.66,1,37,#131c5f,พรรคภูมิใจไทย
ไชยวัฒนา ติณรัตน์,18760,4,2026-02-07T16:49:08.685Z,27.26,2,9,#fe0000,พรรคเพื่อไทย
ธงชัย เบอร์ไธสง,9958,8,2026-02-07T16:49:13.442Z,14.47,3,46,#ff6412,พรรคประชาชน
ขวัญอิสรา ศรีสังข์,6771,1,2026-02-07T16:49:04.214Z,9.84,4,43,#096735,พรรคพลังประชารัฐ
สุทธิ์สวัสดิ์ บัวบาน,876,3,2026-02-07T16:49:06.995Z,1.27,5,42,#44a26e,พรรคกล้าธรรม
ทวีศักดิ์ ปะหุปะไพ,757,9,2026-02-07T16:49:14.267Z,1.1,6,8,#ee5e17,พรรคประชาธิปไตยใหม่
ณัฐพัชร์ วงศ์พัฒนาธนเดช,504,6,2026-02-07T16:49:11.214Z,0.73,7,27,#70c0fd,พรรคประชาธิปัตย์
อำนาจธรรม ฮามคำไพ,343,10,2026-02-07T16:49:14.535Z,0.5,8,11,#febd2f,พรรคเศรษฐกิจ
บัญชา บัณฑิตเสน,317,11,2026-02-07T16:49:14.795Z,0.46,9,36,#27c500,พรรคไทยพร้อม
สมพร คุ้มพงษ์พันธ์,298,2,2026-02-07T16:49:06.598Z,0.43,10,6,#243180,พรรครวมไทยสร้างชาติ
พิบูลย์ จันทศิลป์,187,7,2026-02-07T16:49:12.175Z,0.27,11,49,#f6ec4c,พรรคไทยก้าวใหม่
