fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
อัครแสนคีรี โล่ห์วีระ,37660,4,2026-02-07T16:49:08.376Z,51.82,1,42,#44a26e,พรรคกล้าธรรม
จอมจักรภพ วัชระจินดาวัฒนะ,22123,6,2026-02-07T16:49:10.889Z,30.44,2,9,#fe0000,พรรคเพื่อไทย
กิตติธัช คำวงษ์,9375,1,2026-02-07T16:49:03.607Z,12.9,3,46,#ff6412,พรรคประชาชน
ปัญชลีย์ วัฒนชัยศาสตร์,772,5,2026-02-07T16:49:09.941Z,1.06,4,43,#096735,พรรคพลังประชารัฐ
อดิเรก ดวงจันนี,762,9,2026-02-07T16:49:13.980Z,1.05,5,8,#ee5e17,พรรคประชาธิปไตยใหม่
ชานนท์ ต่อสกุล,636,3,2026-02-07T16:49:07.677Z,0.88,6,37,#131c5f,พรรคภูมิใจไทย
อรุณณี งามจิตสุวรรณ,514,11,2026-02-07T16:49:14.795Z,0.71,7,11,#febd2f,พรรคเศรษฐกิจ
กิติพร เศรษฐภูมิภักดี,284,2,2026-02-07T16:49:05.703Z,0.39,8,6,#243180,พรรครวมไทยสร้างชาติ
พลากร ภูมินอก,240,7,2026-02-07T16:49:12.802Z,0.33,9,27,#70c0fd,พรรคประชาธิปัตย์
ธีรวุฒิ พงษ์จันทร์,240,8,2026-02-07T16:49:13.442Z,0.33,10,49,#f6ec4c,พรรคไทยก้าวใหม่
สุชามนต์ เครือเครา,73,10,2026-02-07T16:49:14.535Z,0.1,11,1,#e41d24,พรรคไทยทรัพย์ทวี
