fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
กันต์พงษ์ ประยูรศักดิ์,38566,6,2026-02-07T16:49:11.851Z,45.99,1,46,#ff6412,พรรคประชาชน
กาญจนา ภวัครานนท์,16377,9,2026-02-07T16:49:13.708Z,19.53,2,37,#131c5f,พรรคภูมิใจไทย
ขวัญจิรา มีนชัยนันท์,12333,1,2026-02-07T16:49:03.079Z,14.71,3,9,#fe0000,พรรคเพื่อไทย
กานต์ วนาดรวรวิศาล,9287,11,2026-02-07T16:49:14.795Z,11.07,4,27,#70c0fd,พรรคประชาธิปัตย์
ภูเบศ โพธิ์โซ๊ะ,2202,5,2026-02-07T16:49:09.633Z,2.63,5,6,#243180,พรรครวมไทยสร้างชาติ
นิยม ทรัพย์สิรินาวิน,1461,10,2026-02-07T16:49:14.535Z,1.74,6,11,#febd2f,พรรคเศรษฐกิจ
วรวิทย์ พงษ์ประเทศ,828,2,2026-02-07T16:49:06.598Z,0.99,7,48,#7c26df,พรรคไทยสร้างไทย
จิรัฏฐ์ เชาว์อริยรัฐ,719,4,2026-02-07T16:49:08.685Z,0.86,8,42,#44a26e,พรรคกล้าธรรม
สมัย ภูมรินทร,522,3,2026-02-07T16:49:08.063Z,0.62,9,49,#f6ec4c,พรรคไทยก้าวใหม่
ศรศักดิ์ สวนแก้ว,497,7,2026-02-07T16:49:12.470Z,0.59,10,23,#293f8b,พรรคปวงชนไทย
เอนก มนัสซง,311,13,2026-02-07T16:49:15.052Z,0.37,11,7,#0ac107,พรรคพลวัต
ปิยะชาติ อำนวยเวช,299,8,2026-02-07T16:49:13.442Z,0.36,12,44,#f3717b,พรรคโอกาสใหม่
สุธิดารา สาสาย,251,12,2026-02-07T16:49:14.795Z,0.3,13,35,#04685b,พรรครักชาติ
บวรวิช รักไทย,204,14,2026-02-07T16:49:15.052Z,0.24,14,10,#006aee,พรรคทางเลือกใหม่
