fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
วิทวัส ติชะวาณิชย์,35586,8,2026-02-07T16:49:13.442Z,43.46,1,46,#ff6412,พรรคประชาชน
พลภูมิ วิภัติภูมิประเทศ,20601,6,2026-02-07T16:49:11.851Z,25.16,2,9,#fe0000,พรรคเพื่อไทย
ถนอม อ่อนเกตุพล,12319,5,2026-02-07T16:49:10.255Z,15.04,3,37,#131c5f,พรรคภูมิใจไทย
ฐิตยากร พรโรจนากูร,7526,9,2026-02-07T16:49:14.267Z,9.19,4,27,#70c0fd,พรรคประชาธิปัตย์
ชัญญาพัชญ์ ธนโชติสวัสดิพร,1607,4,2026-02-07T16:49:09.009Z,1.96,5,6,#243180,พรรครวมไทยสร้างชาติ
นรชัย ไชยสังข์,969,3,2026-02-07T16:49:07.314Z,1.18,6,11,#febd2f,พรรคเศรษฐกิจ
ปวริศา คุณาวรนนท์,634,7,2026-02-07T16:49:12.175Z,0.77,7,42,#44a26e,พรรคกล้าธรรม
สุวัจชัย พิมพ์สุภาพร,611,12,2026-02-07T16:49:14.795Z,0.75,8,48,#7c26df,พรรคไทยสร้างไทย
ณอร จิรกรภิรมย์,476,10,2026-02-07T16:49:14.267Z,0.58,9,49,#f6ec4c,พรรคไทยก้าวใหม่
กิตติพงศ์ ท่าพิกุล,434,11,2026-02-07T16:49:14.795Z,0.53,10,43,#096735,พรรคพลังประชารัฐ
สัญชัย บัตรตรา,281,1,2026-02-07T16:49:03.607Z,0.34,11,35,#04685b,พรรครักชาติ
สงกรานต์ พงษ์พันนา,261,15,2026-02-07T16:49:15.052Z,0.32,12,44,#f3717b,พรรคโอกาสใหม่
กรกฤษณ์ วงศ์คุณหยก,250,2,2026-02-07T16:49:05.703Z,0.31,13,23,#293f8b,พรรคปวงชนไทย
นันทวัชร์ กูลเกื้อศิประไพ,176,13,2026-02-07T16:49:15.052Z,0.21,14,24,#f80406,พรรควิชชั่นใหม่
ชลประทาน ชื่นมนต์ชัย,159,14,2026-02-07T16:49:15.052Z,0.19,15,56,#2df928,พรรคเพื่อบ้านเมือง
