fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
แอนศิริ วลัยกนก,33581,7,2026-02-07T16:49:12.470Z,43.45,1,46,#ff6412,พรรคประชาชน
กิตติพล รวยฟูพันธ์,20596,4,2026-02-07T16:49:08.685Z,26.65,2,9,#fe0000,พรรคเพื่อไทย
เจริญศักดิ์ มณีรัตนสุบรรณ,9698,3,2026-02-07T16:49:07.677Z,12.55,3,37,#131c5f,พรรคภูมิใจไทย
ชยิน พึ่งสาย,6459,2,2026-02-07T16:49:05.703Z,8.36,4,27,#70c0fd,พรรคประชาธิปัตย์
ปราณี ธรรมนิยม,2285,12,2026-02-07T16:49:15.052Z,2.96,5,6,#243180,พรรครวมไทยสร้างชาติ
ทัสนันทน์ สิริเลิศเมฆาสกุล,1185,1,2026-02-07T16:49:04.719Z,1.53,6,11,#febd2f,พรรคเศรษฐกิจ
ญาตาวี เซ็นเชาวนิช,924,9,2026-02-07T16:49:14.267Z,1.2,7,7,#0ac107,พรรคพลวัต
ธรรมนูญ เหียบขุนทด,622,6,2026-02-07T16:49:11.851Z,0.8,8,43,#096735,พรรคพลังประชารัฐ
อมรศักดิ์ สินเหลือ,519,5,2026-02-07T16:49:09.941Z,0.67,9,48,#7c26df,พรรคไทยสร้างไทย
วิชิต วราศิริกุล,392,11,2026-02-07T16:49:14.795Z,0.51,10,15,#cf222a,พรรคอนาคตไทย
เนตรสกาว ชาหอม,383,13,2026-02-07T16:49:15.052Z,0.5,11,49,#f6ec4c,พรรคไทยก้าวใหม่
ณัฐดนัย หลำแสงกุล,331,8,2026-02-07T16:49:13.129Z,0.43,12,42,#44a26e,พรรคกล้าธรรม
บุญรุ่ง เต๋งจงดี,165,10,2026-02-07T16:49:14.267Z,0.21,13,44,#f3717b,พรรคโอกาสใหม่
เดชพนต์ ชลธาร,150,14,2026-02-07T16:49:15.052Z,0.19,14,24,#f80406,พรรควิชชั่นใหม่
