fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
จรยุทธ จตุรพรประสิทธิ์,32753,9,2026-02-07T16:49:14.267Z,45.07,1,46,#ff6412,พรรคประชาชน
อภิมุข ฉันทวานิช,18263,3,2026-02-07T16:49:07.677Z,25.13,2,27,#70c0fd,พรรคประชาธิปัตย์
สาโรช ต่อเทียนชัย,9711,12,2026-02-07T16:49:14.795Z,13.36,3,37,#131c5f,พรรคภูมิใจไทย
เพ็ญพิสุทธิ์ จินตโสภณ,6336,2,2026-02-07T16:49:06.180Z,8.72,4,9,#fe0000,พรรคเพื่อไทย
กันต์ณกฤต ยูนิพันธ์,1361,11,2026-02-07T16:49:14.795Z,1.87,5,6,#243180,พรรครวมไทยสร้างชาติ
ชูชาติ ชาญเชิงศิลปกุล,1238,6,2026-02-07T16:49:11.538Z,1.7,6,11,#febd2f,พรรคเศรษฐกิจ
สุกฤษฏิ์ชัย ธีระเริงฤทธิ์,634,1,2026-02-07T16:49:03.079Z,0.87,7,49,#f6ec4c,พรรคไทยก้าวใหม่
ปรีชา บุดดีจีน,537,4,2026-02-07T16:49:08.376Z,0.74,8,48,#7c26df,พรรคไทยสร้างไทย
นรุตม์ชัย บุนนาค,471,5,2026-02-07T16:49:09.941Z,0.65,9,42,#44a26e,พรรคกล้าธรรม
ณัฐฏ์ รุ่งเรือง,468,7,2026-02-07T16:49:12.802Z,0.64,10,24,#f80406,พรรควิชชั่นใหม่
ธีระพงษ์ มงคลวัฒนลีลา,353,8,2026-02-07T16:49:13.129Z,0.49,11,43,#096735,พรรคพลังประชารัฐ
กิตติพศ ถนอมวรารักษ์,221,13,2026-02-07T16:49:15.052Z,0.3,12,35,#04685b,พรรครักชาติ
ดวงกมล อดุลย์เศรณี,179,10,2026-02-07T16:49:14.535Z,0.25,13,7,#0ac107,พรรคพลวัต
ปัณณรัตน์ พนิตสิรินันท์,146,14,2026-02-07T16:49:15.052Z,0.2,14,44,#f3717b,พรรคโอกาสใหม่
