fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ภัณฑิล น่วมเจิม,30477,2,2026-02-07T16:49:05.703Z,43.33,1,46,#ff6412,พรรคประชาชน
พงศกร ขวัญเมือง,21776,1,2026-02-07T16:49:04.719Z,30.96,2,27,#70c0fd,พรรคประชาธิปัตย์
เขตรัฐ เหล่าธรรมทัศน์,9741,6,2026-02-07T16:49:10.889Z,13.85,3,37,#131c5f,พรรคภูมิใจไทย
บุณยกร ดำรงรัตน์,3925,4,2026-02-07T16:49:09.009Z,5.58,4,9,#fe0000,พรรคเพื่อไทย
สกลภัทร ประยูรรัตน์,955,12,2026-02-07T16:49:14.795Z,1.36,5,6,#243180,พรรครวมไทยสร้างชาติ
บุญเกียรติ วิศาลโกศล,767,10,2026-02-07T16:49:14.535Z,1.09,6,11,#febd2f,พรรคเศรษฐกิจ
ปภัสราวรรณ ม่วงไหม,694,9,2026-02-07T16:49:13.980Z,0.99,7,42,#44a26e,พรรคกล้าธรรม
ชยพงศ์ สายฟ้า,659,3,2026-02-07T16:49:08.063Z,0.94,8,49,#f6ec4c,พรรคไทยก้าวใหม่
รุจิระ อัคราพิริยพงศ์,372,8,2026-02-07T16:49:13.708Z,0.53,9,48,#7c26df,พรรคไทยสร้างไทย
สรยุทธ ลิขิตอาภากุล,333,11,2026-02-07T16:49:14.795Z,0.47,10,35,#04685b,พรรครักชาติ
เรืองไกร ลีกิจวัฒนะ,288,5,2026-02-07T16:49:09.633Z,0.41,11,43,#096735,พรรคพลังประชารัฐ
อิทธิพัทธ์ โศภวัฒนาสิริ,245,7,2026-02-07T16:49:12.802Z,0.35,12,23,#293f8b,พรรคปวงชนไทย
พรพิมล ฉิมสวัสดิ์,106,13,2026-02-07T16:49:15.052Z,0.15,13,44,#f3717b,พรรคโอกาสใหม่
