fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
นฤมาศ เปี่ยมบัณฑิต,36759,7,2026-02-07T16:49:12.175Z,44.92,1,46,#ff6412,พรรคประชาชน
สุรสิทธิ์ นิธิวุฒิวรรักษ์,33008,8,2026-02-07T16:49:13.442Z,40.34,2,37,#131c5f,พรรคภูมิใจไทย
ษรกฤต ผลลูกอินทร์,3534,1,2026-02-07T16:49:04.214Z,4.32,3,9,#fe0000,พรรคเพื่อไทย
ธนกร รักวงศ์อาชีพ,2913,5,2026-02-07T16:49:09.941Z,3.56,4,27,#70c0fd,พรรคประชาธิปัตย์
ปรมินทร์ จารุทัศน์โรจน์,1460,6,2026-02-07T16:49:11.538Z,1.78,5,29,#36b54c,พรรคไทยภักดี
ชยางกูร ธรรมภรณ์,1411,13,2026-02-07T16:49:15.052Z,1.72,6,11,#febd2f,พรรคเศรษฐกิจ
กฤษฎิ์ ชีวะธรรมานนท์,839,4,2026-02-07T16:49:08.685Z,1.03,7,42,#44a26e,พรรคกล้าธรรม
วิรัช นิลวดี,619,11,2026-02-07T16:49:14.795Z,0.76,8,43,#096735,พรรคพลังประชารัฐ
นิติกร คงทอง,615,9,2026-02-07T16:49:13.980Z,0.75,9,30,#66398e,พรรคแรงงานสร้างชาติ
สุพจน์ ทัพมงคล,282,2,2026-02-07T16:49:05.224Z,0.34,10,19,#fe0000,พรรคสังคมประชาธิปไตยไทย
นิธิพจน์ สามงามนุ,237,3,2026-02-07T16:49:08.063Z,0.29,11,23,#293f8b,พรรคปวงชนไทย
สมพร โชคชัยชาญวุฒิ,154,10,2026-02-07T16:49:14.535Z,0.19,12,26,#0059b6,พรรคคลองไทย
