fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ปิติกรณ์ บรรณเภสัช,43394,6,2026-02-07T16:49:11.851Z,50.07,1,46,#ff6412,พรรคประชาชน
ประเดิมชัย บุญช่วยเหลือ,21113,4,2026-02-07T16:49:08.376Z,24.36,2,37,#131c5f,พรรคภูมิใจไทย
นนธนัตถ์ บุนนาค,9578,12,2026-02-07T16:49:14.795Z,11.05,3,27,#70c0fd,พรรคประชาธิปัตย์
ขจรศักดิ์ ประดิษฐาน,6098,13,2026-02-07T16:49:15.052Z,7.04,4,9,#fe0000,พรรคเพื่อไทย
สุภกฤตา ธงไชย,1664,7,2026-02-07T16:49:12.802Z,1.92,5,6,#243180,พรรครวมไทยสร้างชาติ
ศุข ศักดิ์ณรงค์เดช,1008,9,2026-02-07T16:49:13.980Z,1.16,6,42,#44a26e,พรรคกล้าธรรม
มานิตย์ ทองประชาญ,952,11,2026-02-07T16:49:14.795Z,1.1,7,11,#febd2f,พรรคเศรษฐกิจ
ปณิธิ บวรวนิชยกูร,540,5,2026-02-07T16:49:10.564Z,0.62,8,35,#04685b,พรรครักชาติ
ประสพ โกมลมาศ,499,3,2026-02-07T16:49:08.063Z,0.58,9,49,#f6ec4c,พรรคไทยก้าวใหม่
ปฎิวัติ ตรองจิตต์,493,1,2026-02-07T16:49:04.214Z,0.57,10,48,#7c26df,พรรคไทยสร้างไทย
เฌอมินทร์ สถิตโอฬารโรจน์,398,14,2026-02-07T16:49:15.052Z,0.46,11,23,#293f8b,พรรคปวงชนไทย
ทนัฏฐ์ ปานโสภณ,232,8,2026-02-07T16:49:13.442Z,0.27,12,7,#0ac107,พรรคพลวัต
บุณยนุช ปทิตหิรัณยา,227,2,2026-02-07T16:49:06.598Z,0.26,13,43,#096735,พรรคพลังประชารัฐ
ถวิล รัตตะมณี,214,10,2026-02-07T16:49:14.535Z,0.25,14,44,#f3717b,พรรคโอกาสใหม่
วศิน รัตตะรังสี,152,16,2026-02-07T16:49:15.312Z,0.18,15,24,#f80406,พรรควิชชั่นใหม่
ณัฐสุรัช หงษ์วิจิตปรีชา,110,15,2026-02-07T16:49:15.052Z,0.13,16,56,#2df928,พรรคเพื่อบ้านเมือง
