fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ปวิตรา จิตตกิจ,36963,15,2026-02-07T16:49:15.052Z,46.17,1,46,#ff6412,พรรคประชาชน
ศุภิกา พัฒน์ธนันภู,12436,1,2026-02-07T16:49:03.079Z,15.53,2,37,#131c5f,พรรคภูมิใจไทย
วิสวัส ทองธีรภาพ,10940,14,2026-02-07T16:49:15.052Z,13.67,3,27,#70c0fd,พรรคประชาธิปัตย์
เสาวณีย์ คงวุฒิปัญญา,9480,2,2026-02-07T16:49:06.598Z,11.84,4,9,#fe0000,พรรคเพื่อไทย
กัญญาวีร์ จารุสัมพันธ์กนก,2847,9,2026-02-07T16:49:14.267Z,3.56,5,6,#243180,พรรครวมไทยสร้างชาติ
วงศธร โชคภัทรชัยกิจ,1363,3,2026-02-07T16:49:07.677Z,1.7,6,11,#febd2f,พรรคเศรษฐกิจ
แทนรัก ศาตะมาน,852,7,2026-02-07T16:49:12.802Z,1.06,7,48,#7c26df,พรรคไทยสร้างไทย
วาสนา ชาหอม,829,6,2026-02-07T16:49:10.889Z,1.04,8,7,#0ac107,พรรคพลวัต
ธิติพัทธ์ นรวิทย์โชติกุล,729,4,2026-02-07T16:49:09.009Z,0.91,9,12,#eac33b,พรรคเสรีรวมไทย
ไปรพร แสงจันทร์,672,8,2026-02-07T16:49:13.442Z,0.84,10,49,#f6ec4c,พรรคไทยก้าวใหม่
ปารเมศ เอี่ยมศิลา,659,11,2026-02-07T16:49:14.795Z,0.82,11,42,#44a26e,พรรคกล้าธรรม
อนุรักษ์ ปวงคำ,531,12,2026-02-07T16:49:14.795Z,0.66,12,35,#04685b,พรรครักชาติ
ภูรินันท์ พุทธมา,526,16,2026-02-07T16:49:15.312Z,0.66,13,56,#2df928,พรรคเพื่อบ้านเมือง
ขวัญญดาภรณ์ เชี่ยววิทย์,479,5,2026-02-07T16:49:10.255Z,0.6,14,44,#f3717b,พรรคโอกาสใหม่
วิละ อุดม,417,10,2026-02-07T16:49:14.267Z,0.52,15,10,#006aee,พรรคทางเลือกใหม่
นิธิสนี กลิ่นพันธหิรัญ,331,13,2026-02-07T16:49:15.052Z,0.41,16,43,#096735,พรรคพลังประชารัฐ
