fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
เพชรรัตน์ ใหม่ชมภู,40228,2,2026-02-07T16:49:06.598Z,49.26,1,46,#ff6412,พรรคประชาชน
ธีรพัฒน์ ตันพิริยะกุล,18570,6,2026-02-07T16:49:11.214Z,22.74,2,9,#fe0000,พรรคเพื่อไทย
นารากร ติยายน,7584,7,2026-02-07T16:49:12.175Z,9.29,3,27,#70c0fd,พรรคประชาธิปัตย์
ชินภัสร์ กิจเลิศสิริวัฒนา,6048,5,2026-02-07T16:49:10.255Z,7.41,4,37,#131c5f,พรรคภูมิใจไทย
นิธิวิทย์ เกียรติสยมภู,2794,9,2026-02-07T16:49:13.980Z,3.42,5,6,#243180,พรรครวมไทยสร้างชาติ
ภวฤทธิ์ กาญจนเกตุ,2703,4,2026-02-07T16:49:09.325Z,3.31,6,42,#44a26e,พรรคกล้าธรรม
มนัญชยา นิลประยูร,1245,3,2026-02-07T16:49:08.063Z,1.52,7,11,#febd2f,พรรคเศรษฐกิจ
พจนารถ ศรียารัณย,872,8,2026-02-07T16:49:13.129Z,1.07,8,44,#f3717b,พรรคโอกาสใหม่
ปราณกมล สุขวรวงษ์,667,1,2026-02-07T16:49:03.607Z,0.82,9,24,#f80406,พรรควิชชั่นใหม่
อิสระพงศ์ เจริญวรายุทธ,416,11,2026-02-07T16:49:14.795Z,0.51,10,35,#04685b,พรรครักชาติ
จอห์นนพดล วศินสุนทร,395,12,2026-02-07T16:49:15.052Z,0.48,11,12,#eac33b,พรรคเสรีรวมไทย
ญาณพัฒน์ พันอ้น,142,10,2026-02-07T16:49:14.535Z,0.17,12,49,#f6ec4c,พรรคไทยก้าวใหม่
