fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
บัวเงิน รอดขันเมือง,26690,3,2026-02-07T16:49:07.314Z,42.76,1,37,#131c5f,พรรคภูมิใจไทย
กรวีร์ สาราคำ,18769,2,2026-02-07T16:49:06.598Z,30.07,2,9,#fe0000,พรรคเพื่อไทย
ชัยฤทธิ์ เขาวงศ์ทอง,12230,4,2026-02-07T16:49:08.376Z,19.59,3,46,#ff6412,พรรคประชาชน
นำโชค งามสง่า,2020,9,2026-02-07T16:49:14.267Z,3.24,4,11,#febd2f,พรรคเศรษฐกิจ
ศรีสวัสดิ์ ดวงพรม,1398,1,2026-02-07T16:49:04.214Z,2.24,5,42,#44a26e,พรรคกล้าธรรม
ราณี นิวงศ์ษา,489,6,2026-02-07T16:49:10.889Z,0.78,6,27,#70c0fd,พรรคประชาธิปัตย์
องอาจ วิเศษ,281,5,2026-02-07T16:49:09.633Z,0.45,7,43,#096735,พรรคพลังประชารัฐ
หนูพิศ สีดามาตย์,249,8,2026-02-07T16:49:13.442Z,0.4,8,6,#243180,พรรครวมไทยสร้างชาติ
ชนะพล อำนาจเจริญ,147,7,2026-02-07T16:49:12.175Z,0.24,9,49,#f6ec4c,พรรคไทยก้าวใหม่
ดารุณี วงศ์คำพระ,142,10,2026-02-07T16:49:14.535Z,0.23,10,56,#2df928,พรรคเพื่อบ้านเมือง
