fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
วิทวัส ไตรสรณกุล,37040,2,2026-02-07T16:49:05.703Z,44.66,1,37,#131c5f,พรรคภูมิใจไทย
นฤชิต จารุรัชกุล,17859,10,2026-02-07T16:49:14.535Z,21.53,2,9,#fe0000,พรรคเพื่อไทย
พงษ์เดช เดชกล้า,13734,1,2026-02-07T16:49:04.214Z,16.56,3,46,#ff6412,พรรคประชาชน
นุชนาถ จารุวงษ์เสถียร,11793,9,2026-02-07T16:49:14.267Z,14.22,4,42,#44a26e,พรรคกล้าธรรม
พงศ์ภัค มงคลชัยพาณิชย์,980,8,2026-02-07T16:49:13.442Z,1.18,5,43,#096735,พรรคพลังประชารัฐ
คัมภีรพจน์ สายเพ็ชร,519,3,2026-02-07T16:49:07.314Z,0.63,6,11,#febd2f,พรรคเศรษฐกิจ
รัตน์วิโรจน์ พรมขันธ์,352,6,2026-02-07T16:49:10.889Z,0.42,7,27,#70c0fd,พรรคประชาธิปัตย์
อภิชาติ ศิริบุญญกาล,335,4,2026-02-07T16:49:09.325Z,0.4,8,6,#243180,พรรครวมไทยสร้างชาติ
วรวิทย์ ต๊ะกาบโค,202,5,2026-02-07T16:49:10.564Z,0.24,9,8,#ee5e17,พรรคประชาธิปไตยใหม่
เกศรา แซ่จิว,125,7,2026-02-07T16:49:13.129Z,0.15,10,23,#293f8b,พรรคปวงชนไทย
