fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
เท่าพิภพ ลิ้มจิตรกร,31456,11,2026-02-07T16:49:14.795Z,47.81,1,46,#ff6412,พรรคประชาชน
อรรทิตย์ฌาณ คูหาเรืองรอง,10712,10,2026-02-07T16:49:14.535Z,16.28,2,37,#131c5f,พรรคภูมิใจไทย
เจตน์สฤษฎิ์ เลิศธนสาร,10606,8,2026-02-07T16:49:13.129Z,16.12,3,27,#70c0fd,พรรคประชาธิปัตย์
สุไพรพล เพ็ญแข,5329,1,2026-02-07T16:49:04.214Z,8.1,4,9,#fe0000,พรรคเพื่อไทย
ธนกร คงอุดม,1921,13,2026-02-07T16:49:15.052Z,2.92,5,6,#243180,พรรครวมไทยสร้างชาติ
มานัส อรุณวิราม,1490,6,2026-02-07T16:49:10.889Z,2.26,6,11,#febd2f,พรรคเศรษฐกิจ
บุณณดา สุปิยพันธุ์,1216,2,2026-02-07T16:49:05.224Z,1.85,7,49,#f6ec4c,พรรคไทยก้าวใหม่
กฤษณ์ สุริยผล,1130,9,2026-02-07T16:49:14.267Z,1.72,8,42,#44a26e,พรรคกล้าธรรม
อมรเทพ หวังแก้ว,495,3,2026-02-07T16:49:06.995Z,0.75,9,48,#7c26df,พรรคไทยสร้างไทย
ธราธรณ์ อรสุขศรี,423,7,2026-02-07T16:49:12.470Z,0.64,10,24,#f80406,พรรควิชชั่นใหม่
อนันตเดช ธนวิภารัตน์,383,12,2026-02-07T16:49:14.795Z,0.58,11,12,#eac33b,พรรคเสรีรวมไทย
สุริยะ เรืองพุ่ม,284,4,2026-02-07T16:49:09.325Z,0.43,12,7,#0ac107,พรรคพลวัต
ณพมิตร อภิษฎารัตน์,209,5,2026-02-07T16:49:10.564Z,0.32,13,44,#f3717b,พรรคโอกาสใหม่
อภิชาติ ศุภพันธ์,142,14,2026-02-07T16:49:15.052Z,0.22,14,56,#2df928,พรรคเพื่อบ้านเมือง
