fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ชยานันท์ เกตุเมฆ,29441,9,2026-02-07T16:49:14.267Z,35.34,1,42,#44a26e,พรรคกล้าธรรม
สุวัฒน์ มนตรี,21285,1,2026-02-07T16:49:03.079Z,25.55,2,37,#131c5f,พรรคภูมิใจไทย
กฤษณโชติ เทศแก้ว,15705,4,2026-02-07T16:49:09.009Z,18.85,3,46,#ff6412,พรรคประชาชน
พิษณุ หัตถสงเคราะห์,12465,8,2026-02-07T16:49:13.442Z,14.96,4,9,#fe0000,พรรคเพื่อไทย
วุฒิพงษ์ ศิริสถิตย์,1329,6,2026-02-07T16:49:11.851Z,1.6,5,43,#096735,พรรคพลังประชารัฐ
วิเชียร แสงบุดดา,1134,3,2026-02-07T16:49:06.995Z,1.36,6,11,#febd2f,พรรคเศรษฐกิจ
ทองคำ บุญประทุม,579,11,2026-02-07T16:49:14.795Z,0.7,7,8,#ee5e17,พรรคประชาธิปไตยใหม่
ปัญญา ธาตุวิสัย,481,2,2026-02-07T16:49:06.598Z,0.58,8,6,#243180,พรรครวมไทยสร้างชาติ
ประไว คงอาษา,334,7,2026-02-07T16:49:12.470Z,0.4,9,27,#70c0fd,พรรคประชาธิปัตย์
บุญเรือง เขื่อนตีนกง,242,10,2026-02-07T16:49:14.535Z,0.29,10,49,#f6ec4c,พรรคไทยก้าวใหม่
กมล มุขธระโกษา,219,5,2026-02-07T16:49:09.633Z,0.26,11,52,#01237d,พรรคเครือข่ายชาวนาแห่งประเทศไทย
พรประภาวรรณ มูลฉวี,94,12,2026-02-07T16:49:14.795Z,0.11,12,55,#0101fb,พรรคไทยรวมไทย
