fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ชุมพล หลักคำ,31037,7,2026-02-07T16:49:12.175Z,41.93,1,46,#ff6412,พรรคประชาชน
ธีรรัตน์ สำเร็จวาณิชย์,25374,11,2026-02-07T16:49:14.795Z,34.28,2,9,#fe0000,พรรคเพื่อไทย
ธนะสิทธิ์ เมธพันธ์เมือง,6985,2,2026-02-07T16:49:06.180Z,9.44,3,37,#131c5f,พรรคภูมิใจไทย
รัฐศักดิ์ สุขยิ่ง,3712,13,2026-02-07T16:49:15.052Z,5.02,4,27,#70c0fd,พรรคประชาธิปัตย์
หวังจันทร์ ยิ้มวิไล,1360,9,2026-02-07T16:49:13.980Z,1.84,5,44,#f3717b,พรรคโอกาสใหม่
วีรภัทร์ พันธุ์หาญ,1131,12,2026-02-07T16:49:14.795Z,1.53,6,6,#243180,พรรครวมไทยสร้างชาติ
จตุพล ยอดวงค์พะเนา,1127,14,2026-02-07T16:49:15.052Z,1.52,7,11,#febd2f,พรรคเศรษฐกิจ
พงศ์ปณตพล รักสกุลกานต์,1009,1,2026-02-07T16:49:04.214Z,1.36,8,49,#f6ec4c,พรรคไทยก้าวใหม่
นุชนาฏ หุ่นอยู่,927,6,2026-02-07T16:49:11.851Z,1.25,9,48,#7c26df,พรรคไทยสร้างไทย
วรชัย สมบัติเจริญกิจ,384,5,2026-02-07T16:49:09.633Z,0.52,10,7,#0ac107,พรรคพลวัต
ปิยะพล เหมันต์,270,10,2026-02-07T16:49:14.535Z,0.36,11,42,#44a26e,พรรคกล้าธรรม
เขมจิรา พชรจรวยพร,258,4,2026-02-07T16:49:09.009Z,0.35,12,23,#293f8b,พรรคปวงชนไทย
พิชชา ขำสุวรรณ,256,8,2026-02-07T16:49:13.442Z,0.35,13,51,#fe0000,พรรคพร้อม
วันชัย รัตนขจรไชย,183,3,2026-02-07T16:49:06.995Z,0.25,14,43,#096735,พรรคพลังประชารัฐ
