fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ศศินันท์ ธรรมนิฐินันท์,36844,15,2026-02-07T16:49:15.052Z,40.91,1,46,#ff6412,พรรคประชาชน
รัตติกาล แก้วเกิดมี,23498,7,2026-02-07T16:49:12.175Z,26.09,2,9,#fe0000,พรรคเพื่อไทย
เอกภพ เหลืองประเสริฐ,19418,13,2026-02-07T16:49:15.052Z,21.56,3,37,#131c5f,พรรคภูมิใจไทย
รมิดา อินทะแพทย์,3652,14,2026-02-07T16:49:15.052Z,4.06,4,27,#70c0fd,พรรคประชาธิปัตย์
ธนาภา อัครมะหะเวทน์,1067,9,2026-02-07T16:49:13.980Z,1.18,5,31,#0641e7,พรรคประชากรไทย
ธนธรรม เจิดรังษี,928,12,2026-02-07T16:49:14.795Z,1.03,6,11,#febd2f,พรรคเศรษฐกิจ
กร สิงห์ธีร์,910,4,2026-02-07T16:49:09.325Z,1.01,7,6,#243180,พรรครวมไทยสร้างชาติ
พงศกร ตันติพรหม,648,6,2026-02-07T16:49:11.214Z,0.72,8,29,#36b54c,พรรคไทยภักดี
เทวิน พิมพ์พันธุ์,599,11,2026-02-07T16:49:14.795Z,0.67,9,15,#cf222a,พรรคอนาคตไทย
จักร์ บุนนาค,556,17,2026-02-07T16:49:15.312Z,0.62,10,44,#f3717b,พรรคโอกาสใหม่
วันเพ็ญ รัตน์นิธิพงศ์,391,5,2026-02-07T16:49:09.941Z,0.43,11,48,#7c26df,พรรคไทยสร้างไทย
ชนะ ยาดี,356,16,2026-02-07T16:49:15.312Z,0.4,12,56,#2df928,พรรคเพื่อบ้านเมือง
ณรงค์ศักดิ์ ฤทธิวรผล,321,2,2026-02-07T16:49:05.703Z,0.36,13,49,#f6ec4c,พรรคไทยก้าวใหม่
ธีรวุฒิ แก้วพยศ,280,1,2026-02-07T16:49:04.719Z,0.31,14,43,#096735,พรรคพลังประชารัฐ
ธีระเดช นาซีก,190,8,2026-02-07T16:49:13.129Z,0.21,15,42,#44a26e,พรรคกล้าธรรม
นาวาอากาศเอก (พิเศษ)นที คชทิน,179,10,2026-02-07T16:49:14.535Z,0.2,16,7,#0ac107,พรรคพลวัต
วรัญชัย โชคชนะ,167,3,2026-02-07T16:49:08.063Z,0.19,17,8,#ee5e17,พรรคประชาธิปไตยใหม่
ภูริจิวัจน์ วชิรวณิชกิจ,55,18,2026-02-07T16:49:15.312Z,0.06,18,24,#f80406,พรรควิชชั่นใหม่
