fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
วีรวุธ รักเที่ยง,27187,10,2026-02-07T16:49:14.267Z,39.91,1,46,#ff6412,พรรคประชาชน
สุขสันต์ แสงศรี,15271,4,2026-02-07T16:49:08.685Z,22.42,2,37,#131c5f,พรรคภูมิใจไทย
ไพโรจน์ อิสระเสรีพงษ์,11793,6,2026-02-07T16:49:11.851Z,17.31,3,9,#fe0000,พรรคเพื่อไทย
ฐิติวัชร์ ดีประเสริฐวงศ์,5263,1,2026-02-07T16:49:03.079Z,7.73,4,27,#70c0fd,พรรคประชาธิปัตย์
ณัฐิดา เตาเฟ็ส,1848,9,2026-02-07T16:49:13.708Z,2.71,5,49,#f6ec4c,พรรคไทยก้าวใหม่
กรัณ ดรัลพงศ์,1523,8,2026-02-07T16:49:13.129Z,2.24,6,6,#243180,พรรครวมไทยสร้างชาติ
บวรลักษณ์ จงจามรีสีทอง,1313,15,2026-02-07T16:49:15.052Z,1.93,7,11,#febd2f,พรรคเศรษฐกิจ
ศิริศักดิ์ อัตดาวีย์,814,11,2026-02-07T16:49:14.795Z,1.19,8,43,#096735,พรรคพลังประชารัฐ
มังกร ศิริศรีโพธิ์,739,5,2026-02-07T16:49:10.255Z,1.08,9,48,#7c26df,พรรคไทยสร้างไทย
ธนกิจ สาโสภา,705,7,2026-02-07T16:49:11.851Z,1.03,10,30,#66398e,พรรคแรงงานสร้างชาติ
นพดลชัย ประภัสสิริ,486,12,2026-02-07T16:49:14.795Z,0.71,11,42,#44a26e,พรรคกล้าธรรม
วุฒิภัทร คำประกอบ,402,2,2026-02-07T16:49:06.598Z,0.59,12,44,#f3717b,พรรคโอกาสใหม่
กิตติศักดิ์ มูลทรัพย์,342,3,2026-02-07T16:49:07.314Z,0.5,13,24,#f80406,พรรควิชชั่นใหม่
สุวโรจน์ กิจสมศักดิ์,232,13,2026-02-07T16:49:15.052Z,0.34,14,23,#293f8b,พรรคปวงชนไทย
ชัยพร จิตรอารีย์เลิศ,207,14,2026-02-07T16:49:15.052Z,0.3,15,56,#2df928,พรรคเพื่อบ้านเมือง
