fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
พิชัย แจ้งจรรยาวงศ์,41362,4,2026-02-07T16:49:08.685Z,50.8,1,46,#ff6412,พรรคประชาชน
สรชา วีรชาติวัฒนา,12234,8,2026-02-07T16:49:13.708Z,15.02,2,27,#70c0fd,พรรคประชาธิปัตย์
อภัสนันท์ ภัคนราธนเศรษฐ์,10769,2,2026-02-07T16:49:06.180Z,13.23,3,37,#131c5f,พรรคภูมิใจไทย
ภิญโญ กิจเลิศไพโรจน์,10538,3,2026-02-07T16:49:08.063Z,12.94,4,9,#fe0000,พรรคเพื่อไทย
ประเสริฐ ชัยกิจเด่นนภาลัย,1573,7,2026-02-07T16:49:12.175Z,1.93,5,42,#44a26e,พรรคกล้าธรรม
นัฏทีธร จักรแก้ว,1461,5,2026-02-07T16:49:10.564Z,1.79,6,11,#febd2f,พรรคเศรษฐกิจ
ชิตพล เชี่ยวอุดมทรัพย์,1256,9,2026-02-07T16:49:13.980Z,1.54,7,43,#096735,พรรคพลังประชารัฐ
เปมิกา หงส์อาจ,807,10,2026-02-07T16:49:14.267Z,0.99,8,29,#36b54c,พรรคไทยภักดี
ธนพัต ธนัตเจริญ,768,6,2026-02-07T16:49:10.889Z,0.94,9,30,#66398e,พรรคแรงงานสร้างชาติ
ธเนศ พุ่มโพธิ์,660,1,2026-02-07T16:49:03.607Z,0.81,10,23,#293f8b,พรรคปวงชนไทย
