fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ปัญญารัตน์ นันทภูษิตานนท์,35675,7,2026-02-07T16:49:12.470Z,46.82,1,46,#ff6412,พรรคประชาชน
เฉลิมพล นิยมสินธุ์,18844,3,2026-02-07T16:49:08.063Z,24.73,2,37,#131c5f,พรรคภูมิใจไทย
ภาณุพงศ์ ทรงวัชราภรณ์,10142,5,2026-02-07T16:49:10.255Z,13.31,3,9,#fe0000,พรรคเพื่อไทย
สุพรรษา เย็นเพ็ชร,5393,6,2026-02-07T16:49:11.538Z,7.08,4,27,#70c0fd,พรรคประชาธิปัตย์
กาญจนา ยงเสมอ,1564,1,2026-02-07T16:49:03.607Z,2.05,5,11,#febd2f,พรรคเศรษฐกิจ
ปราโมทย์ พันธุเกตุ,1147,10,2026-02-07T16:49:14.267Z,1.51,6,6,#243180,พรรครวมไทยสร้างชาติ
พกาวรรณ ทิมดี,975,11,2026-02-07T16:49:14.795Z,1.28,7,29,#36b54c,พรรคไทยภักดี
สมบูรณ์วรรณ ตรีสินธุ์ไชย,864,9,2026-02-07T16:49:13.980Z,1.13,8,43,#096735,พรรคพลังประชารัฐ
ภคววรรณ กุลปัญญาพินิจ,541,8,2026-02-07T16:49:13.129Z,0.71,9,42,#44a26e,พรรคกล้าธรรม
ตฤณ สุวรรณศร,491,4,2026-02-07T16:49:09.325Z,0.64,10,10,#006aee,พรรคทางเลือกใหม่
กิตติ เพ็ญภาคกุล,369,2,2026-02-07T16:49:06.180Z,0.48,11,7,#0ac107,พรรคพลวัต
ธนาชัย จิรัตถิติกุล,195,12,2026-02-07T16:49:14.795Z,0.26,12,20,#15603f,พรรคฟิวชัน
