fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ณัฐพงศ์ เปรมพูลสวัสดิ์,41256,8,2026-02-07T16:49:13.129Z,49.69,1,46,#ff6412,พรรคประชาชน
กิตพล เชิดชูกิจกุล,19685,14,2026-02-07T16:49:15.052Z,23.71,2,27,#70c0fd,พรรคประชาธิปัตย์
ทวนชัย นิยมชาติ,9670,4,2026-02-07T16:49:08.376Z,11.65,3,37,#131c5f,พรรคภูมิใจไทย
ชนิดาภา สงวนพวก,5569,7,2026-02-07T16:49:13.129Z,6.71,4,9,#fe0000,พรรคเพื่อไทย
สุรเชษฐ์ สีงาม,1157,1,2026-02-07T16:49:04.719Z,1.39,5,11,#febd2f,พรรคเศรษฐกิจ
ภูมิ สวัสดี,1065,6,2026-02-07T16:49:10.889Z,1.28,6,35,#04685b,พรรครักชาติ
สุภาวดี บางใหญ่,1041,10,2026-02-07T16:49:14.535Z,1.25,7,6,#243180,พรรครวมไทยสร้างชาติ
มินทร์ชิสา มณีนนทเศรษฐ์,954,9,2026-02-07T16:49:13.980Z,1.15,8,42,#44a26e,พรรคกล้าธรรม
พีรพัฒน์ สุทัศนทรวง,749,11,2026-02-07T16:49:14.795Z,0.9,9,29,#36b54c,พรรคไทยภักดี
เตวิช เฉลิมรักษ์,564,3,2026-02-07T16:49:07.314Z,0.68,10,49,#f6ec4c,พรรคไทยก้าวใหม่
วีรพล วงษ์มะเซาะ,442,15,2026-02-07T16:49:15.052Z,0.53,11,48,#7c26df,พรรคไทยสร้างไทย
ณัทพัช อัคฮาด,265,5,2026-02-07T16:49:10.564Z,0.32,12,7,#0ac107,พรรคพลวัต
เวโรฒ มาตยศิริ,245,12,2026-02-07T16:49:15.052Z,0.3,13,15,#cf222a,พรรคอนาคตไทย
เกรียงไกร สาลีผล,197,13,2026-02-07T16:49:15.052Z,0.24,14,23,#293f8b,พรรคปวงชนไทย
วรวุธ ลีลานภาศักดิ์,164,2,2026-02-07T16:49:06.180Z,0.2,15,44,#f3717b,พรรคโอกาสใหม่
