fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
อนุสรณ์ ธรรมใจ,42717,12,2026-02-07T16:49:14.795Z,45.63,1,46,#ff6412,พรรคประชาชน
ธนพล ชื่นพาณิชยกุล,14350,2,2026-02-07T16:49:06.180Z,15.33,2,37,#131c5f,พรรคภูมิใจไทย
ประเวช แสวงสุข,13443,6,2026-02-07T16:49:11.538Z,14.36,3,9,#fe0000,พรรคเพื่อไทย
ทศพล โชติคุตร์,12410,13,2026-02-07T16:49:15.052Z,13.26,4,27,#70c0fd,พรรคประชาธิปัตย์
สาธิต หงษ์ทอง,2765,9,2026-02-07T16:49:13.980Z,2.95,5,11,#febd2f,พรรคเศรษฐกิจ
สรวิศ วัฒนะโชติ,1820,8,2026-02-07T16:49:13.442Z,1.94,6,6,#243180,พรรครวมไทยสร้างชาติ
พลตรีเกียรติคุณ ขำศิริ,1098,11,2026-02-07T16:49:14.795Z,1.17,7,48,#7c26df,พรรคไทยสร้างไทย
สุพิศาล ภักดีนฤนาถ,936,7,2026-02-07T16:49:12.175Z,1.0,8,40,#662e92,พรรคไทยธรรม
ฐาปนี โปร่งรัศมี,692,3,2026-02-07T16:49:08.063Z,0.74,9,49,#f6ec4c,พรรคไทยก้าวใหม่
วันปิติ สิงหโกวินท์,651,5,2026-02-07T16:49:10.255Z,0.7,10,7,#0ac107,พรรคพลวัต
อำนาจ ภิญโญรัตนโยธี,586,1,2026-02-07T16:49:04.214Z,0.63,11,10,#006aee,พรรคทางเลือกใหม่
ชูชาติ ยิ้มงาม,539,14,2026-02-07T16:49:15.052Z,0.58,12,44,#f3717b,พรรคโอกาสใหม่
หญิงรักตาภา วงษ์ยอด,468,10,2026-02-07T16:49:14.535Z,0.5,13,42,#44a26e,พรรคกล้าธรรม
เจษฎา แย้มสวย,416,16,2026-02-07T16:49:15.312Z,0.44,14,24,#f80406,พรรควิชชั่นใหม่
อัตชัย ดวงอัมพร,365,4,2026-02-07T16:49:08.685Z,0.39,15,17,#ffd801,พรรคไทยชนะ
ศิรเมศร์ สุขกุลวรเศรษฐ์,365,15,2026-02-07T16:49:15.052Z,0.39,16,35,#04685b,พรรครักชาติ
