fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
แนน สมชัย,32711,3,2026-02-07T16:49:07.677Z,43.93,1,37,#131c5f,พรรคภูมิใจไทย
บรรหาร ศรีบุระ,28707,2,2026-02-07T16:49:05.224Z,38.55,2,21,#2a0b73,พรรคไทรวมพลัง
วชิรวิทย์ ธนวัฒน์กิจโภคิน,8631,1,2026-02-07T16:49:04.719Z,11.59,3,46,#ff6412,พรรคประชาชน
จิตภินันท์ วงษ์ขันธ์,2134,4,2026-02-07T16:49:08.376Z,2.87,4,9,#fe0000,พรรคเพื่อไทย
เสกสรรค์ กอคูณ,1287,5,2026-02-07T16:49:10.255Z,1.73,5,11,#febd2f,พรรคเศรษฐกิจ
ดลเดช แก้วใส,476,9,2026-02-07T16:49:13.980Z,0.64,6,27,#70c0fd,พรรคประชาธิปัตย์
ประวิทย์ แก้วใส,248,6,2026-02-07T16:49:11.214Z,0.33,7,6,#243180,พรรครวมไทยสร้างชาติ
ใบแก้ว โคตรแสง,99,7,2026-02-07T16:49:12.802Z,0.13,8,8,#ee5e17,พรรคประชาธิปไตยใหม่
แจ่มใจ ประสมสัตว์,86,10,2026-02-07T16:49:14.267Z,0.12,9,10,#006aee,พรรคทางเลือกใหม่
ณัฏฐณิชา วันดึก,85,8,2026-02-07T16:49:13.129Z,0.11,10,56,#2df928,พรรคเพื่อบ้านเมือง
