fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
กัณตภณ ดวงอัมพร,41394,7,2026-02-07T16:49:12.802Z,46.02,1,46,#ff6412,พรรคประชาชน
ศิริภา อินทวิเชียร,12395,5,2026-02-07T16:49:09.941Z,13.78,2,27,#70c0fd,พรรคประชาธิปัตย์
นรเสฏฐ์ เธียรประสิทธิ์,11685,13,2026-02-07T16:49:15.052Z,12.99,3,37,#131c5f,พรรคภูมิใจไทย
อรพินทร์ เพชรทัต,9900,11,2026-02-07T16:49:14.795Z,11.01,4,44,#f3717b,พรรคโอกาสใหม่
สหัสวรรษ วีระมงคลกุล,6015,4,2026-02-07T16:49:09.325Z,6.69,5,9,#fe0000,พรรคเพื่อไทย
ชณทัต ปัทะมะภูวดล,2357,3,2026-02-07T16:49:08.063Z,2.62,6,6,#243180,พรรครวมไทยสร้างชาติ
อัศวิน อัศวินวิจิตร,1589,14,2026-02-07T16:49:15.052Z,1.77,7,11,#febd2f,พรรคเศรษฐกิจ
อิง อิงคตานุวัฒน์,1316,6,2026-02-07T16:49:10.889Z,1.46,8,29,#36b54c,พรรคไทยภักดี
พลตรีดนัย ดิษาภิรมย์,1243,9,2026-02-07T16:49:13.980Z,1.38,9,48,#7c26df,พรรคไทยสร้างไทย
โชติพงศ์ สรรเสริญ,741,1,2026-02-07T16:49:04.214Z,0.82,10,49,#f6ec4c,พรรคไทยก้าวใหม่
กชพล จิตต์มั่นการ,303,10,2026-02-07T16:49:14.535Z,0.34,11,7,#0ac107,พรรคพลวัต
วรวิช กมลโชติรส,287,8,2026-02-07T16:49:13.708Z,0.32,12,35,#04685b,พรรครักชาติ
ณรงค์ชัย เมืองครอง,236,2,2026-02-07T16:49:05.224Z,0.26,13,42,#44a26e,พรรคกล้าธรรม
เจนวิทย์ สิริญาณสรณ์,187,12,2026-02-07T16:49:15.052Z,0.21,14,8,#ee5e17,พรรคประชาธิปไตยใหม่
จงชนก พัชรประภากร,177,16,2026-02-07T16:49:15.312Z,0.2,15,23,#293f8b,พรรคปวงชนไทย
สมชาย คงศิริวงค์,122,15,2026-02-07T16:49:15.052Z,0.14,16,20,#15603f,พรรคฟิวชัน
