fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
รัชนก สุขประเสริฐ,37424,7,2026-02-07T16:49:12.175Z,45.35,1,46,#ff6412,พรรคประชาชน
ยงยุทธ สุวรรณบุตร,27817,8,2026-02-07T16:49:13.708Z,33.71,2,9,#fe0000,พรรคเพื่อไทย
นกเขา ท้วมกลัด,7362,3,2026-02-07T16:49:07.314Z,8.92,3,37,#131c5f,พรรคภูมิใจไทย
ดุสิต พันธุ์เสือ,2689,5,2026-02-07T16:49:10.564Z,3.26,4,27,#70c0fd,พรรคประชาธิปัตย์
สรัณณรัตน์ ศุภอัครโภคิน,2341,9,2026-02-07T16:49:13.708Z,2.84,5,6,#243180,พรรครวมไทยสร้างชาติ
เธียรสิน จิตพงค์ศรี,1972,10,2026-02-07T16:49:14.535Z,2.39,6,11,#febd2f,พรรคเศรษฐกิจ
นภา วันดี,754,6,2026-02-07T16:49:11.538Z,0.91,7,30,#66398e,พรรคแรงงานสร้างชาติ
มานิตย์ พรหมการีย์กุล,681,11,2026-02-07T16:49:14.795Z,0.83,8,23,#293f8b,พรรคปวงชนไทย
ธนชาติ ยังประภากร,596,1,2026-02-07T16:49:04.719Z,0.72,9,43,#096735,พรรคพลังประชารัฐ
ณัฐพงษ์ โพธิ์เดช,494,4,2026-02-07T16:49:08.685Z,0.6,10,42,#44a26e,พรรคกล้าธรรม
กำพล สังขวดี,399,2,2026-02-07T16:49:06.180Z,0.48,11,49,#f6ec4c,พรรคไทยก้าวใหม่
