fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ปราชญา หงอกชัย,34658,3,2026-02-07T16:49:08.063Z,44.76,1,42,#44a26e,พรรคกล้าธรรม
ภาควัต ศรีสุรพล,30322,4,2026-02-07T16:49:09.009Z,39.16,2,9,#fe0000,พรรคเพื่อไทย
คะนางค์ รักโนนสูง,8556,2,2026-02-07T16:49:06.180Z,11.05,3,46,#ff6412,พรรคประชาชน
อภิวัฒน์ จ่าตา,1547,1,2026-02-07T16:49:03.079Z,2.0,4,37,#131c5f,พรรคภูมิใจไทย
จิรจิตติ์ นามจันดี,1001,9,2026-02-07T16:49:13.980Z,1.29,5,49,#f6ec4c,พรรคไทยก้าวใหม่
บุญเหลือ แก่งสันเทียะ,598,5,2026-02-07T16:49:10.564Z,0.77,6,11,#febd2f,พรรคเศรษฐกิจ
วิรัตน์ ปัตโต,394,6,2026-02-07T16:49:11.214Z,0.51,7,27,#70c0fd,พรรคประชาธิปัตย์
สบาย ธรรมเขต,191,7,2026-02-07T16:49:12.175Z,0.25,8,6,#243180,พรรครวมไทยสร้างชาติ
ศักดิ์ชัย คำขวา,86,10,2026-02-07T16:49:14.535Z,0.11,9,10,#006aee,พรรคทางเลือกใหม่
ภิเภก คำชมภู,80,8,2026-02-07T16:49:13.442Z,0.1,10,8,#ee5e17,พรรคประชาธิปไตยใหม่
