id,name,provinceId,number,provinceName,referendums,provinceId_key
153721b3-8bd6-47c0-bb32-9a4b62ee8d79,หนองคาย เขต 2,43,2,หนองคาย,"[{'title': 'เห็นชอบ', 'totalVote': 49363, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 18902, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 5641, 'color': '#94a3b8'}]",43
166520f8-0d2c-4b74-968c-bd0e5c6bf63c,หนองคาย เขต 3,43,3,หนองคาย,"[{'title': 'เห็นชอบ', 'totalVote': 50065, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 19268, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 6027, 'color': '#94a3b8'}]",43
1352106e-1467-4674-ad5c-020b73470caa,มหาสารคาม เขต 1,44,1,มหาสารคาม,"[{'title': 'เห็นชอบ', 'totalVote': 64367, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 20468, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 6318, 'color': '#94a3b8'}]",44
70864590-f2d7-49e2-9cd2-864c57da76b1,มหาสารคาม เขต 2,44,2,มหาสารคาม,"[{'title': 'เห็นชอบ', 'totalVote': 44304, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 20296, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 5662, 'color': '#94a3b8'}]",44
ed9dd1eb-b9fe-4b77-bed8-029e5956063d,มหาสารคาม เขต 3,44,3,มหาสารคาม,"[{'title': 'เห็นชอบ', 'totalVote': 46888, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 22608, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 5218, 'color': '#94a3b8'}]",44
2b77b9b4-c5d5-43a9-b445-f433ec45934b,มหาสารคาม เขต 4,44,4,มหาสารคาม,"[{'title': 'เห็นชอบ', 'totalVote': 46457, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 21135, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 5862, 'color': '#94a3b8'}]",44
f1ff5784-136b-47df-a786-644970983621,มหาสารคาม เขต 5,44,5,มหาสารคาม,"[{'title': 'เห็นชอบ', 'totalVote': 48279, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 19098, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 6039, 'color': '#94a3b8'}]",44
0ee81104-751a-4ec1-925f-d8e1626674c1,มหาสารคาม เขต 6,44,6,มหาสารคาม,"[{'title': 'เห็นชอบ', 'totalVote': 54512, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 19801, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 5677, 'color': '#94a3b8'}]",44
4a6de941-4f06-4bc9-8965-017ae48ee60a,ร้อยเอ็ด เขต 1,45,1,ร้อยเอ็ด,"[{'title': 'เห็นชอบ', 'totalVote': 53406, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 22488, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 6577, 'color': '#94a3b8'}]",45
2d62223a-b405-49e2-a977-001a16fdc07a,ร้อยเอ็ด เขต 2,45,2,ร้อยเอ็ด,"[{'title': 'เห็นชอบ', 'totalVote': 51411, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 19886, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 6348, 'color': '#94a3b8'}]",45
fad3f66b-5465-48c6-abcf-dfb5cd935317,ร้อยเอ็ด เขต 3,45,3,ร้อยเอ็ด,"[{'title': 'เห็นชอบ', 'totalVote': 47426, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 19541, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 5920, 'color': '#94a3b8'}]",45
bef35884-c43a-4645-8c94-ca653f70eb90,ร้อยเอ็ด เขต 4,45,4,ร้อยเอ็ด,"[{'title': 'เห็นชอบ', 'totalVote': 47811, 'color': '#22c55e'}, {'title': 'ไม่เห็นชอบ', 'totalVote': 18193, 'color': '#ef4444'}, {'title': 'ไม่แสดงความคิดเห็น', 'totalVote': 5463, 'color': '#94a3b8'}]",45
