fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
วัชรพล โตมรศักดิ์,37543,8,2026-02-07T16:49:13.129Z,42.95,1,9,#fe0000,พรรคเพื่อไทย
ปิยชาติ รุจิพรวศิน,34078,7,2026-02-07T16:49:12.802Z,38.99,2,46,#ff6412,พรรคประชาชน
ธัญญารัตน์ รัตนชินกร,8968,2,2026-02-07T16:49:06.180Z,10.26,3,37,#131c5f,พรรคภูมิใจไทย
อุดม พรมยกบัตร์,2766,9,2026-02-07T16:49:14.267Z,3.16,4,11,#febd2f,พรรคเศรษฐกิจ
กฤษ อัครวงษ์สกุล,1260,3,2026-02-07T16:49:08.063Z,1.44,5,6,#243180,พรรครวมไทยสร้างชาติ
รุ่งโรจน์ วรชมพู,1013,5,2026-02-07T16:49:10.564Z,1.16,6,27,#70c0fd,พรรคประชาธิปัตย์
ปัญญา สงทะเล,574,6,2026-02-07T16:49:10.889Z,0.66,7,43,#096735,พรรคพลังประชารัฐ
ทักษิณ เขื่อนโคกสูง,561,1,2026-02-07T16:49:03.607Z,0.64,8,49,#f6ec4c,พรรคไทยก้าวใหม่
วุฒิศักดิ์ พิมพ์พิสาร,345,4,2026-02-07T16:49:08.376Z,0.39,9,42,#44a26e,พรรคกล้าธรรม
ปริวรรต ศรีอัศวิน,295,10,2026-02-07T16:49:14.535Z,0.34,10,35,#04685b,พรรครักชาติ
