fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
จิรวัฒน์ ศิริพานิชย์,32999,1,2026-02-07T16:49:04.214Z,48.13,1,9,#fe0000,พรรคเพื่อไทย
ปรัตธนกรณ์ โยธาราช,15726,6,2026-02-07T16:49:11.851Z,22.93,2,46,#ff6412,พรรคประชาชน
พัชราศิณี ศิริโกมุท,5450,2,2026-02-07T16:49:05.224Z,7.95,3,11,#febd2f,พรรคเศรษฐกิจ
โกศล คาดพันโน,4323,3,2026-02-07T16:49:08.063Z,6.3,4,43,#096735,พรรคพลังประชารัฐ
อวยชัย วะทา,3031,4,2026-02-07T16:49:08.376Z,4.42,5,37,#131c5f,พรรคภูมิใจไทย
เศรษฐวัฒน์ ศิริโกมุท,2322,9,2026-02-07T16:49:13.980Z,3.39,6,36,#27c500,พรรคไทยพร้อม
คำดี แสงไพร,2072,7,2026-02-07T16:49:12.802Z,3.02,7,42,#44a26e,พรรคกล้าธรรม
วิภาวี ลืออุติกุลวงศ์,763,8,2026-02-07T16:49:13.129Z,1.11,8,27,#70c0fd,พรรคประชาธิปัตย์
กิตติ รัตนแสง,759,11,2026-02-07T16:49:14.795Z,1.11,9,8,#ee5e17,พรรคประชาธิปไตยใหม่
ประภาส เนื่องแก้ว,579,5,2026-02-07T16:49:10.564Z,0.84,10,49,#f6ec4c,พรรคไทยก้าวใหม่
สุภาพร ทองเจริญ,544,10,2026-02-07T16:49:14.267Z,0.79,11,10,#006aee,พรรคทางเลือกใหม่
