fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ชยพล สท้อนดี,39081,1,2026-02-07T16:49:03.607Z,45.34,1,46,#ff6412,พรรคประชาชน
สุรชาติ เทียนทอง,14919,5,2026-02-07T16:49:09.633Z,17.31,2,9,#fe0000,พรรคเพื่อไทย
ฤกษ์อารี นานา,13196,13,2026-02-07T16:49:15.052Z,15.31,3,37,#131c5f,พรรคภูมิใจไทย
ระพีพัฒน์ สุเมธโชติเมธา,10205,14,2026-02-07T16:49:15.052Z,11.84,4,27,#70c0fd,พรรคประชาธิปัตย์
อรัญญา มณีแจ่ม,2077,15,2026-02-07T16:49:15.052Z,2.41,5,6,#243180,พรรครวมไทยสร้างชาติ
จักร์กวินทร์ ภู่สวาสดิ์,1350,9,2026-02-07T16:49:13.980Z,1.57,6,48,#7c26df,พรรคไทยสร้างไทย
วิษณุ วราโชติเศรษฐ์,1231,11,2026-02-07T16:49:14.795Z,1.43,7,11,#febd2f,พรรคเศรษฐกิจ
อนุชาญ กวางทอง,783,6,2026-02-07T16:49:11.214Z,0.91,8,43,#096735,พรรคพลังประชารัฐ
พงศ์ฐิติ พงศ์ศิลามณี,778,3,2026-02-07T16:49:06.995Z,0.9,9,29,#36b54c,พรรคไทยภักดี
ชญาพัฒน์ โปร่งปรีชา,732,8,2026-02-07T16:49:13.442Z,0.85,10,49,#f6ec4c,พรรคไทยก้าวใหม่
อนันตชาติ บัวสุวรรณ์,532,7,2026-02-07T16:49:11.851Z,0.62,11,44,#f3717b,พรรคโอกาสใหม่
สุวีรา เติมรุ่งเรืองเลิศ,417,10,2026-02-07T16:49:14.535Z,0.48,12,35,#04685b,พรรครักชาติ
พิมพ์ณดา ธีระประจักษ์ชาติ,328,4,2026-02-07T16:49:09.009Z,0.38,13,42,#44a26e,พรรคกล้าธรรม
วสันต์ ทองคำ,196,16,2026-02-07T16:49:15.312Z,0.23,14,24,#f80406,พรรควิชชั่นใหม่
วีริสรา ช่วงยรรยง,193,2,2026-02-07T16:49:05.703Z,0.22,15,23,#293f8b,พรรคปวงชนไทย
ไชยยศ ศรีสกุล,179,12,2026-02-07T16:49:14.795Z,0.21,16,7,#0ac107,พรรคพลวัต
